clock	watch	T_int	T_ext	T_set	Cp	Ci	Cd	Hp	Hi	Hd
20200714 141123	1900.463	34.96	29.82	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141125	1902.512	35.0	29.83	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141127	1904.562	35.03	29.85	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141129	1906.612	35.07	29.86	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141131	1908.657	35.11	29.88	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141133	1910.705	35.13	29.91	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141135	1912.745	35.16	29.92	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141137	1914.795	35.18	29.94	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141139	1916.847	35.21	29.95	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141141	1918.895	35.24	29.98	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141143	1920.942	35.25	30.01	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141145	1922.985	35.27	30.02	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141147	1925.037	35.27	30.04	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141149	1927.083	35.29	30.05	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141151	1929.126	35.3	30.08	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141153	1931.174	35.3	30.11	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141156	1933.221	35.3	30.11	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141158	1935.268	35.3	30.14	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141200	1937.317	35.3	30.15	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141202	1939.37	35.29	30.18	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141204	1941.414	35.28	30.21	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141206	1943.465	35.26	30.21	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141208	1945.514	35.25	30.24	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141210	1947.556	35.22	30.25	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141212	1949.604	35.19	30.28	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141214	1951.652	35.18	30.31	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141216	1953.696	35.15	30.32	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141218	1955.746	35.13	30.35	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141220	1957.796	35.1	30.35	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141222	1959.844	35.06	30.39	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141224	1961.891	35.05	30.42	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141226	1963.939	35.02	30.42	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141228	1965.984	35.0	30.45	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141230	1968.034	34.97	30.46	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141232	1970.082	34.93	30.49	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141234	1972.129	34.92	30.52	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141236	1974.177	34.89	30.52	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141239	1976.24	34.87	30.55	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141241	1978.288	34.84	30.56	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141243	1980.336	34.8	30.59	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141245	1982.383	34.78	30.62	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141247	1984.431	34.75	30.63	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141249	1986.479	34.74	30.65	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141251	1988.526	34.7	30.66	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141253	1990.574	34.67	30.69	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141255	1992.621	34.65	30.72	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141257	1994.669	34.62	30.72	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141259	1996.713	34.61	30.75	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141301	1998.763	34.57	30.76	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141303	2000.81	34.54	30.79	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141305	2002.859	34.53	30.81	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141307	2004.902	34.49	30.82	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141309	2006.952	34.48	30.84	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141311	2008.998	34.45	30.85	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141313	2011.048	34.41	30.88	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141315	2013.097	34.4	30.9	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141317	2015.145	34.37	30.91	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141319	2017.193	34.35	30.93	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141322	2019.24	34.32	30.94	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141324	2021.287	34.29	30.96	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141326	2023.335	34.27	30.99	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141328	2025.386	34.24	30.99	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141330	2027.43	34.23	31.01	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141332	2029.478	34.19	31.02	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141334	2031.523	34.16	31.04	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141336	2033.573	34.15	31.06	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141338	2035.621	34.11	31.07	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141340	2037.664	34.1	31.09	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141342	2039.716	34.07	31.1	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141344	2041.761	34.03	31.12	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141346	2043.809	34.02	31.14	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141348	2045.857	33.99	31.15	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141350	2047.902	33.97	31.16	30.0	1	0.0	0.0	0.5	0.5	0.0
