t	T_int	T_ext	p	i	d
1242.127	7.4	10.6	0.1	0	0
1244.179	7.3	10.6	0.1	0	0
1246.222	7.3	10.6	0.1	0	0
1248.271	7.3	10.6	0.1	0	0
1250.32	7.3	10.6	0.1	0	0
1252.367	7.3	10.5	0.1	0	0
1254.417	7.3	10.6	0.1	0	0
1256.465	7.2	10.6	0.1	0	0
1258.516	7.2	10.6	0.1	0	0
1260.559	7.2	10.6	0.1	0	0
1262.608	7.2	10.6	0.1	0	0
1264.65	7.2	10.6	0.1	0	0
1266.698	7.2	10.6	0.1	0	0
