clock	watch	T_int	T_ext	T_ref
20200713 232522	2521.876	37.43	27.2	31.528
20200713 232524	2524.006	37.41	27.27	31.575
20200713 232526	2526.134	37.41	27.34	31.627
20200713 232528	2528.263	37.39	27.35	31.668
20200713 232530	2530.391	37.38	27.43	31.715
20200713 232532	2532.515	37.38	27.5	31.767
20200713 232534	2534.641	37.37	27.52	31.808
20200713 232537	2536.771	37.36	27.59	31.867
20200713 232539	2538.896	37.35	27.65	31.907
20200713 232541	2541.023	37.34	27.66	31.954
20200713 232543	2543.151	37.34	27.73	31.995
20200713 232545	2545.281	37.33	27.79	32.041
20200713 232547	2547.411	37.33	27.81	32.088
20200713 232549	2549.533	37.32	27.87	32.129
20200713 232552	2551.661	37.32	27.93	32.17
20200713 232554	2553.791	37.31	27.93	32.205
20200713 232556	2555.92	37.3	27.99	32.251
20200713 232558	2558.043	37.3	28.05	32.292
20200713 232600	2560.176	37.29	28.06	32.327
20200713 232602	2562.3	37.29	28.11	32.368
20200713 232604	2564.428	37.29	28.17	32.403
20200713 232606	2566.553	37.28	28.18	32.444
20200713 232609	2568.681	37.28	28.23	32.479
20200713 232611	2570.809	37.27	28.29	32.52
20200713 232613	2572.937	37.26	28.3	32.561
20200713 232615	2575.066	37.26	28.34	32.59
20200713 232617	2577.196	37.26	28.39	32.625
20200713 232619	2579.324	37.25	28.41	32.654
20200713 232621	2581.446	37.25	28.45	32.695
20200713 232623	2583.578	37.24	28.5	32.73
20200713 232626	2585.706	37.23	28.51	32.759
20200713 232628	2587.833	37.23	28.55	32.788
20200713 232630	2589.977	37.22	28.59	32.818
20200713 232632	2592.104	37.22	28.6	32.853
20200713 232634	2594.228	37.22	28.65	32.888
20200713 232636	2596.357	37.21	28.69	32.911
20200713 232638	2598.485	37.21	28.7	32.94
20200713 232640	2600.614	37.2	28.74	32.969
20200713 232643	2602.738	37.2	28.78	32.999
20200713 232645	2604.866	37.19	28.79	33.022
20200713 232647	2606.994	37.19	28.83	33.051
20200713 232649	2609.124	37.18	28.86	33.08
20200713 232651	2611.251	37.18	28.88	33.104
20200713 232653	2613.374	37.17	28.92	33.127
20200713 232655	2615.506	37.17	28.92	33.162
20200713 232657	2617.632	37.16	28.95	33.18
20200713 232700	2619.762	37.16	28.99	33.209
20200713 232702	2621.889	37.16	29.0	33.227
20200713 232704	2624.015	37.15	29.03	33.256
20200713 232706	2626.142	37.15	29.07	33.273
20200713 232708	2628.266	37.14	29.08	33.303
20200713 232710	2630.395	37.14	29.11	33.32
20200713 232712	2632.526	37.14	29.14	33.343
20200713 232714	2634.651	37.13	29.15	33.361
20200713 232717	2636.781	37.13	29.19	33.384
20200713 232719	2638.909	37.12	29.22	33.408
20200713 232721	2641.035	37.12	29.22	33.431
20200713 232723	2643.163	37.11	29.25	33.443
20200713 232725	2645.291	37.11	29.29	33.478
20200713 232727	2647.419	37.1	29.29	33.49
20200713 232729	2649.562	37.1	29.32	33.501
20200713 232732	2651.689	37.1	29.35	33.525
20200713 232734	2653.817	37.09	29.36	33.536
20200713 232736	2655.944	37.09	29.39	33.554
20200713 232738	2658.072	37.09	29.42	33.577
20200713 232740	2660.198	37.08	29.42	33.595
20200713 232742	2662.322	37.08	29.45	33.613
20200713 232744	2664.449	37.07	29.48	33.63
20200713 232746	2666.581	37.07	29.48	33.642
20200713 232749	2668.705	37.06	29.51	33.665
20200713 232751	2670.836	37.06	29.53	33.677
20200713 232753	2672.958	37.06	29.54	33.689
20200713 232755	2675.091	37.05	29.56	33.706
20200713 232757	2677.218	37.05	29.59	33.718
20200713 232759	2679.345	37.04	29.59	33.736
20200713 232801	2681.473	37.04	29.62	33.747
20200713 232803	2683.596	37.03	29.65	33.759
20200713 232806	2685.727	37.02	29.65	33.771
20200713 232808	2687.855	37.0	29.67	33.788
20200713 232810	2689.983	36.99	29.69	33.806
20200713 232812	2692.11	36.97	29.69	33.817
20200713 232814	2694.236	36.94	29.72	33.829
20200713 232816	2696.361	36.92	29.75	33.847
20200713 232818	2698.489	36.88	29.75	33.853
20200713 232820	2700.616	36.85	29.78	33.864
20200713 232823	2702.748	36.83	29.8	33.882
20200713 232825	2704.874	36.79	29.8	33.888
20200713 232827	2707.003	36.75	29.82	33.899
20200713 232829	2709.125	36.74	29.84	33.905
20200713 232831	2711.252	36.7	29.84	33.917
20200713 232833	2713.38	36.66	29.86	33.929
20200713 232835	2715.509	36.64	29.88	33.935
20200713 232837	2717.651	36.61	29.88	33.946
20200713 232840	2719.783	36.57	29.9	33.946
20200713 232842	2721.91	36.55	29.92	33.958
20200713 232844	2724.055	36.52	29.92	33.964
20200713 232846	2726.183	36.48	29.94	33.97
20200713 232848	2728.31	36.46	29.96	33.981
20200713 232850	2730.453	36.43	29.96	33.987
20200713 232852	2732.578	36.39	29.98	33.987
20200713 232855	2734.707	36.38	30.0	33.987
20200713 232857	2736.851	36.34	30.0	33.999
20200713 232859	2738.974	36.31	30.01	34.005
20200713 232901	2741.102	36.29	30.01	34.011
20200713 232903	2743.228	36.26	30.01	34.005
20200713 232905	2745.361	36.22	30.02	34.005
20200713 232907	2747.487	36.2	30.04	34.017
20200713 232909	2749.613	36.17	30.04	34.011
20200713 232912	2751.74	36.13	30.06	34.011
20200713 232914	2753.869	36.12	30.07	34.017
20200713 232916	2755.994	36.08	30.07	34.017
20200713 232918	2758.123	36.07	30.07	34.017
20200713 232920	2760.25	36.03	30.08	34.017
20200713 232922	2762.377	35.99	30.09	34.022
20200713 232924	2764.509	35.98	30.1	34.017
20200713 232926	2766.636	35.94	30.11	34.011
20200713 232929	2768.764	35.91	30.11	34.005
20200713 232931	2770.89	35.89	30.12	34.011
20200713 232933	2773.019	35.85	30.13	34.005
20200713 232935	2775.142	35.82	30.13	33.999
20200713 232937	2777.269	35.8	30.14	33.999
20200713 232939	2779.396	35.77	30.14	33.999
20200713 232941	2781.528	35.73	30.15	33.987
20200713 232943	2783.653	35.71	30.15	33.987
20200713 232946	2785.784	35.68	30.15	33.981
20200713 232948	2787.91	35.64	30.15	33.976
20200713 232950	2790.037	35.62	30.16	33.97
20200713 232952	2792.162	35.59	30.16	33.964
20200713 232954	2794.293	35.55	30.16	33.958
20200713 232956	2796.437	35.54	30.16	33.958
20200713 232958	2798.561	35.5	30.17	33.946
20200713 233001	2800.687	35.47	30.17	33.94
20200713 233003	2802.816	35.45	30.17	33.935
20200713 233005	2804.947	35.41	30.17	33.917
20200713 233007	2807.074	35.38	30.18	33.917
20200713 233009	2809.2	35.36	30.18	33.905
20200713 233011	2811.327	35.33	30.18	33.899
20200713 233013	2813.455	35.29	30.18	33.894
20200713 233015	2815.58	35.27	30.18	33.888
20200713 233018	2817.708	35.24	30.18	33.876
20200713 233020	2819.838	35.2	30.18	33.87
