clock	watch	T_int	T_ext	T_ref
20200714 042932	17937.745	2.33	4.9	2.86
20200714 042934	17939.87	2.39	4.9	2.876
20200714 042936	17941.997	2.45	4.9	2.868
20200714 042938	17944.115	2.48	4.91	2.876
20200714 042941	17946.24	2.54	4.91	2.885
20200714 042943	17948.365	2.6	4.92	2.902
20200714 042945	17950.497	2.64	4.93	2.912
20200714 042947	17952.624	2.71	4.94	2.937
20200714 042949	17954.748	2.77	4.94	2.937
20200714 042951	17956.878	2.79	4.94	2.945
20200714 042953	17959.005	2.84	4.94	2.961
20200714 042955	17961.148	2.89	4.93	2.97
20200714 042958	17963.274	2.91	4.93	2.995
20200714 043000	17965.4	2.94	4.93	3.003
20200714 043002	17967.529	2.97	4.94	3.019
20200714 043004	17969.657	2.99	4.95	3.028
20200714 043006	17971.784	3.02	4.95	3.044
20200714 043008	17973.906	3.05	4.95	3.061
20200714 043010	17976.038	3.07	4.95	3.061
20200714 043012	17978.158	3.1	4.94	3.094
20200714 043015	17980.277	3.12	4.95	3.094
20200714 043017	17982.404	3.14	4.96	3.119
20200714 043019	17984.533	3.16	4.96	3.119
20200714 043021	17986.674	3.19	4.98	3.136
20200714 043023	17988.801	3.2	4.99	3.16
20200714 043025	17990.928	3.21	4.99	3.185
20200714 043027	17993.055	3.22	5.0	3.194
20200714 043030	17995.183	3.23	5.01	3.202
20200714 043032	17997.302	3.23	5.01	3.227
20200714 043034	17999.421	3.21	5.02	3.235
20200714 043036	18001.548	3.2	5.03	3.252
20200714 043038	18003.675	3.18	5.03	3.26
20200714 043040	18005.802	3.16	5.04	3.293
20200714 043042	18007.929	3.14	5.05	3.302
20200714 043044	18010.05	3.11	5.04	3.31
20200714 043046	18012.168	3.08	5.06	3.326
20200714 043049	18014.295	3.07	5.09	3.335
20200714 043051	18016.436	3.04	5.1	3.351
20200714 043053	18018.563	3.01	5.12	3.368
20200714 043055	18020.692	2.99	5.12	3.376
20200714 043057	18022.829	2.97	5.13	3.384
20200714 043059	18024.946	2.94	5.13	3.393
20200714 043101	18027.074	2.92	5.14	3.409
20200714 043104	18029.201	2.9	5.14	3.426
20200714 043106	18031.328	2.87	5.15	3.444
20200714 043108	18033.455	2.86	5.16	3.444
20200714 043110	18035.581	2.83	5.16	3.46
20200714 043112	18037.709	2.82	5.17	3.469
20200714 043114	18039.836	2.8	5.19	3.485
20200714 043116	18041.963	2.77	5.2	3.485
20200714 043118	18044.09	2.76	5.21	3.485
20200714 043121	18046.218	2.74	5.22	3.493
20200714 043123	18048.338	2.71	5.22	3.509
20200714 043125	18050.456	2.7	5.22	3.509
20200714 043127	18052.599	2.68	5.23	3.518
20200714 043129	18054.725	2.65	5.23	3.518
20200714 043131	18056.854	2.64	5.24	3.534
20200714 043133	18058.997	2.62	5.25	3.534
20200714 043135	18061.124	2.6	5.25	3.542
20200714 043138	18063.25	2.59	5.25	3.55
20200714 043140	18065.393	2.57	5.26	3.55
20200714 043142	18067.521	2.55	5.26	3.559
20200714 043144	18069.649	2.54	5.27	3.559
20200714 043146	18071.776	2.52	5.28	3.567
20200714 043148	18073.898	2.5	5.28	3.567
20200714 043150	18076.029	2.49	5.29	3.567
20200714 043152	18078.157	2.47	5.3	3.583
20200714 043155	18080.284	2.45	5.3	3.575
20200714 043157	18082.411	2.44	5.3	3.575
20200714 043159	18084.535	2.42	5.31	3.583
20200714 043201	18086.662	2.4	5.31	3.591
20200714 043203	18088.792	2.39	5.32	3.591
20200714 043205	18090.914	2.37	5.32	3.591
20200714 043207	18093.047	2.36	5.32	3.591
20200714 043209	18095.174	2.35	5.32	3.599
20200714 043212	18097.301	2.33	5.32	3.591
20200714 043214	18099.427	2.31	5.32	3.599
20200714 043216	18101.549	2.31	5.33	3.599
20200714 043218	18103.667	2.29	5.33	3.591
20200714 043220	18105.794	2.27	5.34	3.599
20200714 043222	18107.915	2.26	5.35	3.599
20200714 043224	18110.048	2.25	5.35	3.608
20200714 043226	18112.175	2.23	5.36	3.599
20200714 043229	18114.302	2.22	5.36	3.591
20200714 043231	18116.429	2.21	5.36	3.599
20200714 043233	18118.557	2.19	5.36	3.591
20200714 043235	18120.683	2.18	5.36	3.591
20200714 043237	18122.811	2.17	5.36	3.591
20200714 043239	18124.938	2.15	5.36	3.591
20200714 043241	18127.065	2.15	5.37	3.591
20200714 043244	18129.192	2.13	5.37	3.591
20200714 043246	18131.32	2.12	5.38	3.591
20200714 043248	18133.447	2.11	5.38	3.583
20200714 043250	18135.574	2.1	5.38	3.583
20200714 043252	18137.717	2.08	5.38	3.583
20200714 043254	18139.844	2.08	5.38	3.575
20200714 043256	18141.971	2.06	5.38	3.575
20200714 043258	18144.112	2.05	5.38	3.575
20200714 043301	18146.242	2.04	5.38	3.575
20200714 043303	18148.369	2.03	5.38	3.575
20200714 043305	18150.512	2.02	5.39	3.567
20200714 043307	18152.639	2.01	5.39	3.567
20200714 043309	18154.766	2.0	5.38	3.567
20200714 043311	18156.908	1.98	5.38	3.55
20200714 043313	18159.036	1.98	5.38	3.55
20200714 043315	18161.164	1.97	5.38	3.559
20200714 043318	18163.288	1.95	5.38	3.542
20200714 043320	18165.418	1.95	5.38	3.542
20200714 043322	18167.542	1.93	5.38	3.542
20200714 043324	18169.672	1.92	5.38	3.534
20200714 043326	18171.799	1.92	5.37	3.534
20200714 043328	18173.924	1.91	5.37	3.526
20200714 043330	18176.053	1.89	5.36	3.526
20200714 043333	18178.181	1.89	5.35	3.518
20200714 043335	18180.308	1.88	5.35	3.518
20200714 043337	18182.435	1.87	5.35	3.501
20200714 043339	18184.562	1.86	5.36	3.501
20200714 043341	18186.688	1.85	5.36	3.509
20200714 043343	18188.813	1.84	5.36	3.501
20200714 043345	18190.944	1.83	5.35	3.493
20200714 043347	18193.071	1.82	5.35	3.493
20200714 043350	18195.198	1.81	5.34	3.485
20200714 043352	18197.325	1.81	5.34	3.477
20200714 043354	18199.466	1.8	5.34	3.469
20200714 043356	18201.595	1.79	5.34	3.469
20200714 043358	18203.723	1.78	5.34	3.469
20200714 043400	18205.859	1.77	5.34	3.46
20200714 043402	18207.977	1.76	5.33	3.46
20200714 043404	18210.104	1.76	5.33	3.452
20200714 043407	18212.224	1.75	5.33	3.444
20200714 043409	18214.342	1.75	5.32	3.444
20200714 043411	18216.469	1.74	5.32	3.434
20200714 043413	18218.596	1.73	5.32	3.434
20200714 043415	18220.723	1.72	5.31	3.426
20200714 043417	18222.844	1.71	5.31	3.426
20200714 043419	18224.962	1.7	5.31	3.418
20200714 043421	18227.089	1.7	5.31	3.409
20200714 043424	18229.228	1.69	5.31	3.409
20200714 043426	18231.359	1.68	5.31	3.401
20200714 043428	18233.486	1.68	5.31	3.384
20200714 043430	18235.625	1.67	5.3	3.384
20200714 043432	18237.757	1.66	5.29	3.384
20200714 043434	18239.877	1.66	5.28	3.376
20200714 043436	18242.021	1.65	5.27	3.368
20200714 043438	18244.154	1.64	5.27	3.376
20200714 043441	18246.279	1.63	5.27	3.36
20200714 043443	18248.408	1.63	5.27	3.351
20200714 043445	18250.536	1.62	5.27	3.351
20200714 043447	18252.663	1.61	5.27	3.351
20200714 043449	18254.782	1.61	5.27	3.343
20200714 043451	18256.901	1.6	5.26	3.326
20200714 043453	18259.022	1.59	5.25	3.326
20200714 043455	18261.132	1.59	5.25	3.326
20200714 043458	18263.25	1.58	5.24	3.318
20200714 043500	18265.393	1.57	5.23	3.31
20200714 043502	18267.521	1.57	5.22	3.31
20200714 043504	18269.648	1.56	5.22	3.302
20200714 043506	18271.786	1.55	5.22	3.293
20200714 043508	18273.918	1.55	5.22	3.285
20200714 043510	18276.045	1.54	5.23	3.285
20200714 043513	18278.188	1.54	5.22	3.277
20200714 043515	18280.316	1.53	5.22	3.277
20200714 043517	18282.44	1.52	5.21	3.268
20200714 043519	18284.583	1.52	5.2	3.26
20200714 043521	18286.713	1.51	5.2	3.26
20200714 043523	18288.835	1.51	5.2	3.252
20200714 043525	18290.967	1.5	5.19	3.243
20200714 043527	18293.094	1.49	5.2	3.235
20200714 043530	18295.221	1.49	5.19	3.235
20200714 043532	18297.348	1.48	5.18	3.235
20200714 043534	18299.471	1.48	5.17	3.219
20200714 043536	18301.596	1.47	5.16	3.219
20200714 043538	18303.73	1.47	5.15	3.219
20200714 043540	18305.857	1.46	5.15	3.202
20200714 043542	18307.984	1.46	5.15	3.21
20200714 043544	18310.111	1.45	5.14	3.194
20200714 043547	18312.239	1.45	5.14	3.185
20200714 043549	18314.362	1.44	5.14	3.185
20200714 043551	18316.493	1.44	5.14	3.177
20200714 043553	18318.62	1.43	5.14	3.169
20200714 043555	18320.747	1.42	5.14	3.169
20200714 043557	18322.874	1.42	5.13	3.169
20200714 043559	18325.002	1.41	5.13	3.16
20200714 043601	18327.145	1.41	5.12	3.144
20200714 043604	18329.27	1.41	5.12	3.152
20200714 043606	18331.399	1.4	5.12	3.136
20200714 043608	18333.526	1.39	5.12	3.127
20200714 043610	18335.653	1.39	5.11	3.127
20200714 043615	18340.851	1.38	5.08	3.119
20200714 043617	18342.978	1.38	5.07	3.102
20200714 043619	18345.105	1.39	5.06	3.102
20200714 043622	18347.233	1.4	5.05	3.111
20200714 043624	18349.355	1.44	5.04	3.086
20200714 043626	18351.484	1.5	5.04	3.086
20200714 043628	18353.614	1.54	5.04	3.086
20200714 043630	18355.742	1.63	5.05	3.086
20200714 043632	18357.869	1.72	5.05	3.078
20200714 043634	18359.991	1.76	5.04	3.069
20200714 043636	18362.123	1.85	5.04	3.069
20200714 043639	18364.266	1.93	5.04	3.078
20200714 043641	18366.393	1.98	5.03	3.061
20200714 043643	18368.52	2.06	5.03	3.069
20200714 043645	18370.663	2.14	5.02	3.069
20200714 043647	18372.79	2.18	5.02	3.069
20200714 043649	18374.91	2.26	5.02	3.069
20200714 043651	18377.021	2.34	5.02	3.069
20200714 043653	18379.139	2.38	5.01	3.078
20200714 043656	18381.267	2.45	5.01	3.086
20200714 043658	18383.394	2.53	5.01	3.078
20200714 043700	18385.521	2.57	5.0	3.086
20200714 043702	18387.648	2.64	5.0	3.094
20200714 043704	18389.776	2.71	5.0	3.094
20200714 043706	18391.903	2.75	4.99	3.102
20200714 043708	18394.03	2.82	4.99	3.111
20200714 043710	18396.157	2.9	4.99	3.119
20200714 043713	18398.284	2.93	4.99	3.127
20200714 043715	18400.427	3.0	4.98	3.144
20200714 043717	18402.555	3.07	4.99	3.136
20200714 043719	18404.678	3.11	4.99	3.16
20200714 043721	18406.819	3.17	4.99	3.16
20200714 043723	18408.951	3.24	5.0	3.185
20200714 043725	18411.079	3.28	5.0	3.185
20200714 043728	18413.222	3.34	5.0	3.21
20200714 043730	18415.349	3.41	5.0	3.21
20200714 043732	18417.477	3.44	5.0	3.219
20200714 043734	18419.601	3.51	5.01	3.243
20200714 043736	18421.731	3.58	5.01	3.252
20200714 043738	18423.855	3.61	5.01	3.277
20200714 043740	18425.985	3.68	5.01	3.285
20200714 043742	18428.107	3.74	5.01	3.302
20200714 043745	18430.242	3.78	5.01	3.31
20200714 043747	18432.367	3.84	5.01	3.326
20200714 043749	18434.494	3.87	5.01	3.343
20200714 043751	18436.621	3.94	5.02	3.368
20200714 043753	18438.748	4.01	5.02	3.384
20200714 043755	18440.875	4.04	5.03	3.401
20200714 043757	18443.002	4.11	5.05	3.426
20200714 043759	18445.129	4.17	5.05	3.444
20200714 043802	18447.257	4.21	5.06	3.469
20200714 043804	18449.384	4.27	5.07	3.485
20200714 043806	18451.511	4.34	5.07	3.509
20200714 043808	18453.638	4.37	5.08	3.526
20200714 043810	18455.764	4.44	5.09	3.55
20200714 043812	18457.887	4.5	5.1	3.567
20200714 043814	18460.015	4.54	5.11	3.583
20200714 043816	18462.146	4.6	5.12	3.616
20200714 043819	18464.267	4.67	5.12	3.632
20200714 043821	18466.396	4.71	5.13	3.657
20200714 043823	18468.528	4.77	5.15	3.689
20200714 043825	18470.655	4.84	5.16	3.706
20200714 043827	18472.782	4.88	5.18	3.739
20200714 043829	18474.909	4.94	5.19	3.755
20200714 043831	18477.036	5.01	5.2	3.788
20200714 043833	18479.164	5.05	5.22	3.812
20200714 043836	18481.29	5.12	5.22	3.837
