clock	watch	T_int	T_ext	T_ref
20200714 011103	6028.408	42.75	30.53	36.129
20200714 011105	6030.535	42.73	30.58	36.188
20200714 011107	6032.662	42.72	30.64	36.247
20200714 011109	6034.789	42.7	30.65	36.306
20200714 011111	6036.916	42.69	30.7	36.365
20200714 011113	6039.044	42.68	30.76	36.419
20200714 011115	6041.171	42.67	30.77	36.478
20200714 011118	6043.298	42.66	30.83	36.525
20200714 011120	6045.421	42.65	30.88	36.585
20200714 011122	6047.553	42.64	30.9	36.638
20200714 011124	6049.673	42.63	30.95	36.679
20200714 011126	6051.807	42.63	31.0	36.745
20200714 011128	6053.95	42.62	31.01	36.792
20200714 011130	6056.077	42.62	31.05	36.834
20200714 011133	6058.205	42.61	31.11	36.887
20200714 011135	6060.334	42.61	31.12	36.929
20200714 011137	6062.459	42.6	31.18	36.976
20200714 011139	6064.586	42.6	31.23	37.024
20200714 011141	6066.713	42.59	31.24	37.071
20200714 011143	6068.841	42.58	31.28	37.113
20200714 011145	6070.968	42.58	31.32	37.154
20200714 011147	6073.095	42.57	31.33	37.196
20200714 011150	6075.222	42.57	31.38	37.243
20200714 011152	6077.349	42.56	31.42	37.291
20200714 011154	6079.475	42.56	31.43	37.321
20200714 011156	6081.604	42.55	31.47	37.363
20200714 011158	6083.731	42.55	31.51	37.404
20200714 011200	6085.858	42.54	31.52	37.446
20200714 011202	6087.982	42.54	31.56	37.488
20200714 011204	6090.108	42.53	31.6	37.518
20200714 011207	6092.239	42.53	31.61	37.553
20200714 011209	6094.367	42.52	31.65	37.595
20200714 011211	6096.51	42.51	31.69	37.625
20200714 011213	6098.64	42.51	31.69	37.66
20200714 011215	6100.761	42.51	31.73	37.69
20200714 011217	6102.891	42.5	31.77	37.726
20200714 011219	6105.02	42.49	31.79	37.762
20200714 011221	6107.146	42.49	31.83	37.792
20200714 011224	6109.273	42.48	31.86	37.822
20200714 011226	6111.4	42.48	31.87	37.858
20200714 011228	6113.525	42.48	31.91	37.881
20200714 011230	6115.657	42.47	31.95	37.911
20200714 011232	6117.781	42.46	31.95	37.947
20200714 011234	6119.908	42.46	31.98	37.977
20200714 011236	6122.036	42.46	32.01	37.989
20200714 011238	6124.163	42.45	32.02	38.019
20200714 011241	6126.29	42.45	32.06	38.037
20200714 011243	6128.417	42.44	32.1	38.073
20200714 011245	6130.544	42.44	32.11	38.102
20200714 011247	6132.672	42.43	32.14	38.126
20200714 011249	6134.792	42.43	32.17	38.15
20200714 011251	6136.926	42.42	32.18	38.168
20200714 011253	6139.069	42.42	32.2	38.198
20200714 011256	6141.189	42.41	32.22	38.222
20200714 011258	6143.324	42.41	32.23	38.252
20200714 011300	6145.444	42.4	32.26	38.27
20200714 011302	6147.58	42.4	32.27	38.294
20200714 011304	6149.704	42.39	32.29	38.312
20200714 011306	6151.832	42.39	32.33	38.336
20200714 011308	6153.96	42.38	32.34	38.354
20200714 011310	6156.087	42.38	32.36	38.372
20200714 011313	6158.214	42.38	32.4	38.396
20200714 011315	6160.341	42.37	32.41	38.414
20200714 011317	6162.468	42.37	32.45	38.438
20200714 011319	6164.595	42.36	32.48	38.45
20200714 011321	6166.721	42.36	32.48	38.468
20200714 011323	6168.849	42.35	32.51	38.486
20200714 011325	6170.972	42.35	32.54	38.51
20200714 011327	6173.101	42.34	32.54	38.522
20200714 011330	6175.231	42.34	32.59	38.54
20200714 011332	6177.359	42.33	32.64	38.558
20200714 011334	6179.485	42.31	32.64	38.57
20200714 011336	6181.623	42.29	32.7	38.588
20200714 011338	6183.754	42.28	32.77	38.606
20200714 011340	6185.883	42.25	32.79	38.624
20200714 011342	6188.01	42.21	32.85	38.636
20200714 011344	6190.137	42.19	32.91	38.648
20200714 011347	6192.264	42.16	32.91	38.66
20200714 011349	6194.392	42.12	32.94	38.678
20200714 011351	6196.519	42.1	32.99	38.69
20200714 011353	6198.646	42.06	32.99	38.702
20200714 011355	6200.771	42.03	33.06	38.714
20200714 011357	6202.901	42.01	33.14	38.732
20200714 011359	6205.028	41.97	33.16	38.738
20200714 011401	6207.155	41.93	33.23	38.75
20200714 011404	6209.282	41.92	33.29	38.756
20200714 011406	6211.409	41.88	33.31	38.768
20200714 011408	6213.537	41.84	33.34	38.774
20200714 011410	6215.664	41.82	33.37	38.786
20200714 011412	6217.791	41.79	33.38	38.792
20200714 011414	6219.911	41.75	33.41	38.792
20200714 011416	6222.045	41.74	33.44	38.804
20200714 011419	6224.188	41.7	33.44	38.81
20200714 011421	6226.316	41.66	33.47	38.816
20200714 011423	6228.443	41.65	33.51	38.822
20200714 011425	6230.586	41.61	33.51	38.822
20200714 011427	6232.713	41.57	33.55	38.834
20200714 011429	6234.836	41.56	33.58	38.834
20200714 011431	6236.967	41.52	33.58	38.834
20200714 011433	6239.094	41.49	33.62	38.846
20200714 011436	6241.215	41.47	33.66	38.84
20200714 011438	6243.349	41.43	33.67	38.84
20200714 011440	6245.475	41.4	33.74	38.852
20200714 011442	6247.603	41.38	33.79	38.846
20200714 011444	6249.73	41.35	33.81	38.846
20200714 011446	6251.857	41.31	33.86	38.846
20200714 011448	6253.985	41.29	33.89	38.84
20200714 011450	6256.112	41.26	33.9	38.846
20200714 011453	6258.239	41.22	33.92	38.846
20200714 011455	6260.36	41.2	33.95	38.846
20200714 011457	6262.493	41.17	33.96	38.84
20200714 011459	6264.621	41.13	33.98	38.834
20200714 011501	6266.748	41.11	34.0	38.834
20200714 011503	6268.869	41.08	34.0	38.84
20200714 011505	6271.001	41.06	34.01	38.828
20200714 011507	6273.145	41.02	34.03	38.822
20200714 011510	6275.272	40.99	34.03	38.822
20200714 011512	6277.395	40.97	34.05	38.816
20200714 011514	6279.525	40.93	34.07	38.81
20200714 011516	6281.654	40.9	34.07	38.81
20200714 011518	6283.781	40.88	34.09	38.804
20200714 011520	6285.905	40.84	34.11	38.804
20200714 011522	6288.036	40.81	34.12	38.792
20200714 011524	6290.163	40.79	34.14	38.78
20200714 011527	6292.289	40.75	34.15	38.78
20200714 011529	6294.417	40.72	34.16	38.774
20200714 011531	6296.544	40.7	34.18	38.762
20200714 011533	6298.668	40.66	34.2	38.762
20200714 011535	6300.798	40.63	34.2	38.75
20200714 011537	6302.926	40.61	34.21	38.744
20200714 011539	6305.052	40.57	34.22	38.726
20200714 011542	6307.179	40.54	34.22	38.726
20200714 011544	6309.307	40.52	34.23	38.714
20200714 011546	6311.434	40.49	34.24	38.714
20200714 011548	6313.561	40.45	34.24	38.696
20200714 011550	6315.705	40.43	34.25	38.69
20200714 011552	6317.831	40.4	34.25	38.678
20200714 011554	6319.959	40.36	34.26	38.66
20200714 011556	6322.086	40.34	34.26	38.66
20200714 011559	6324.21	40.31	34.27	38.642
20200714 011601	6326.341	40.27	34.27	38.636
20200714 011603	6328.46	40.26	34.28	38.63
20200714 011605	6330.595	40.22	34.28	38.618
20200714 011607	6332.722	40.19	34.28	38.6
20200714 011609	6334.849	40.17	34.28	38.594
20200714 011611	6336.976	40.13	34.28	38.576
20200714 011613	6339.096	40.1	34.29	38.564
20200714 011616	6341.231	40.08	34.29	38.558
20200714 011618	6343.358	40.04	34.3	38.54
20200714 011620	6345.485	40.01	34.3	38.528
20200714 011622	6347.615	39.99	34.31	38.51
20200714 011624	6349.739	39.96	34.31	38.504
20200714 011626	6351.866	39.92	34.31	38.486
20200714 011628	6353.987	39.91	34.3	38.48
20200714 011630	6356.115	39.87	34.3	38.462
20200714 011633	6358.248	39.84	34.3	38.456
20200714 011635	6360.375	39.82	34.3	38.438
20200714 011637	6362.502	39.79	34.3	38.426
20200714 011639	6364.63	39.75	34.3	38.408
20200714 011641	6366.757	39.74	34.3	38.402
20200714 011643	6368.884	39.7	34.3	38.39
20200714 011645	6371.011	39.67	34.3	38.372
20200714 011647	6373.138	39.65	34.3	38.348
20200714 011650	6375.265	39.62	34.3	38.342
20200714 011652	6377.393	39.59	34.3	38.33
20200714 011654	6379.52	39.57	34.3	38.312
20200714 011656	6381.643	39.54	34.3	38.306
20200714 011658	6383.774	39.5	34.3	38.282
20200714 011700	6385.903	39.49	34.3	38.27
20200714 011702	6388.029	39.45	34.3	38.252
20200714 011704	6390.156	39.42	34.29	38.234
20200714 011707	6392.277	39.4	34.29	38.216
20200714 011709	6394.41	39.37	34.29	38.21
20200714 011711	6396.537	39.33	34.28	38.192
20200714 011713	6398.664	39.31	34.27	38.168
20200714 011715	6400.784	39.28	34.27	38.162
20200714 011717	6402.913	39.24	34.27	38.144
20200714 011719	6405.046	39.23	34.26	38.126
20200714 011721	6407.173	39.19	34.26	38.108
20200714 011724	6409.299	39.16	34.25	38.09
20200714 011726	6411.427	39.14	34.25	38.079
20200714 011728	6413.555	39.11	34.25	38.061
20200714 011730	6415.682	39.07	34.24	38.037
20200714 011732	6417.807	39.05	34.23	38.019
20200714 011734	6419.951	39.02	34.23	38.001
20200714 011736	6422.079	38.98	34.22	37.995
20200714 011739	6424.207	38.97	34.22	37.989
20200714 011741	6426.334	38.93	34.22	37.983
20200714 011743	6428.454	38.9	34.21	37.953
20200714 011745	6430.588	38.88	34.21	37.935
20200714 011747	6432.712	38.84	34.21	37.917
20200714 011749	6434.842	38.83	34.2	37.899
20200714 011751	6436.969	38.79	34.19	37.881
20200714 011753	6439.097	38.76	34.19	37.863
20200714 011756	6441.224	38.74	34.18	37.858
20200714 011758	6443.351	38.71	34.17	37.834
20200714 011800	6445.472	38.67	34.17	37.804
20200714 011802	6447.605	38.65	34.16	37.792
20200714 011804	6449.733	38.62	34.15	37.774
20200714 011806	6451.86	38.59	34.15	37.762
20200714 011808	6453.987	38.57	34.14	37.738
20200714 011810	6456.109	38.53	34.13	37.72
20200714 011813	6458.241	38.5	34.13	37.708
20200714 011815	6460.368	38.48	34.12	37.684
20200714 011817	6462.511	38.45	34.11	37.666
20200714 011819	6464.639	38.42	34.11	37.654
20200714 011821	6466.766	38.4	34.1	37.631
20200714 011823	6468.909	38.36	34.09	37.613
20200714 011825	6471.036	38.33	34.09	37.595
20200714 011827	6473.161	38.31	34.08	37.571
20200714 011830	6475.291	38.28	34.06	37.553
20200714 011832	6477.415	38.25	34.06	37.541
20200714 011834	6479.545	38.23	34.05	37.523
20200714 011836	6481.672	38.19	34.04	37.506
20200714 011838	6483.799	38.16	34.04	37.482
20200714 011840	6485.943	38.14	34.03	37.47
20200714 011842	6488.067	38.11	34.02	37.44
20200714 011845	6490.197	38.08	34.02	37.428
20200714 011847	6492.34	38.06	34.01	37.404
20200714 011849	6494.461	38.03	34.0	37.386
20200714 011851	6496.588	37.99	33.99	37.363
20200714 011853	6498.719	37.98	33.98	37.345
20200714 011855	6500.849	37.94	33.98	37.333
20200714 011857	6502.976	37.91	33.96	37.315
20200714 011859	6505.103	37.89	33.95	37.291
20200714 011902	6507.23	37.86	33.95	37.273
20200714 011904	6509.358	37.83	33.94	37.255
20200714 011906	6511.485	37.81	33.93	37.232
20200714 011908	6513.606	37.78	33.93	37.22
20200714 011910	6515.739	37.74	33.91	37.196
20200714 011912	6517.882	37.73	33.9	37.178
20200714 011914	6520.009	37.69	33.9	37.16
20200714 011916	6522.137	37.66	33.89	37.137
20200714 011919	6524.263	37.64	33.87	37.113
20200714 011921	6526.391	37.61	33.87	37.095
20200714 011923	6528.518	37.57	33.86	37.077
20200714 011925	6530.645	37.56	33.85	37.059
20200714 011927	6532.772	37.52	33.85	37.036
20200714 011929	6534.895	37.49	33.83	37.018
20200714 011931	6537.021	37.47	33.82	37.0
20200714 011933	6539.154	37.44	33.81	36.97
20200714 011936	6541.297	37.41	33.8	36.964
20200714 011938	6543.424	37.39	33.79	36.94
20200714 011940	6545.552	37.36	33.79	36.917
20200714 011942	6547.676	37.32	33.77	36.899
20200714 011944	6549.806	37.31	33.76	36.881
20200714 011946	6551.933	37.28	33.75	36.863
20200714 011948	6554.058	37.24	33.74	36.846
20200714 011951	6556.183	37.23	33.72	36.816
20200714 011953	6558.308	37.19	33.72	36.798
20200714 011955	6560.442	37.16	33.71	36.78
20200714 011957	6562.569	37.14	33.69	36.762
20200714 011959	6564.696	37.11	33.69	36.739
20200714 012001	6566.823	37.08	33.68	36.721
20200714 012003	6568.951	37.06	33.66	36.697
20200714 012005	6571.078	37.03	33.66	36.685
20200714 012008	6573.205	36.99	33.65	36.662
20200714 012010	6575.332	36.98	33.63	36.638
20200714 012012	6577.454	36.95	33.63	36.614
20200714 012014	6579.579	36.91	33.62	36.596
20200714 012016	6581.707	36.9	33.6	36.579
20200714 012018	6583.836	36.86	33.6	36.561
20200714 012020	6585.971	36.83	33.58	36.543
20200714 012022	6588.098	36.81	33.57	36.519
20200714 012025	6590.216	36.78	33.56	36.502
20200714 012027	6592.349	36.75	33.55	36.478
20200714 012029	6594.477	36.73	33.54	36.46
20200714 012031	6596.604	36.7	33.53	36.437
20200714 012033	6598.725	36.67	33.52	36.413
20200714 012035	6600.855	36.65	33.5	36.401
20200714 012037	6602.985	36.62	33.5	36.383
20200714 012039	6605.112	36.59	33.48	36.36
20200714 012042	6607.239	36.57	33.47	36.336
20200714 012044	6609.367	36.54	33.47	36.312
20200714 012046	6611.493	36.5	33.45	36.294
20200714 012048	6613.619	36.49	33.43	36.271
20200714 012050	6615.748	36.46	33.43	36.259
20200714 012052	6617.875	36.42	33.41	36.235
20200714 012054	6620.018	36.41	33.4	36.212
20200714 012056	6622.146	36.37	33.4	36.194
20200714 012059	6624.273	36.36	33.38	36.17
20200714 012101	6626.416	36.32	33.37	36.146
20200714 012103	6628.538	36.29	33.36	36.129
20200714 012105	6630.671	36.27	33.35	36.111
20200714 012107	6632.814	36.24	33.33	36.093
20200714 012109	6634.941	36.21	33.33	36.064
20200714 012111	6637.068	36.19	33.31	36.046
20200714 012114	6639.195	36.16	33.29	36.028
20200714 012116	6641.322	36.13	33.29	36.005
20200714 012118	6643.449	36.12	33.27	35.987
20200714 012120	6645.577	36.08	33.26	35.969
20200714 012122	6647.704	36.05	33.25	35.946
20200714 012124	6649.831	36.03	33.24	35.922
20200714 012126	6651.953	36.0	33.22	35.904
20200714 012128	6654.086	35.97	33.22	35.881
20200714 012131	6656.213	35.95	33.21	35.863
20200714 012133	6658.34	35.92	33.19	35.839
20200714 012135	6660.467	35.89	33.18	35.822
20200714 012137	6662.594	35.87	33.17	35.798
20200714 012139	6664.724	35.84	33.15	35.774
20200714 012141	6666.849	35.81	33.15	35.751
20200714 012143	6668.976	35.79	33.13	35.727
20200714 012145	6671.103	35.76	33.11	35.727
20200714 012148	6673.23	35.73	33.11	35.704
20200714 012150	6675.373	35.71	33.09	35.686
20200714 012152	6677.5	35.68	33.07	35.662
20200714 012154	6679.628	35.65	33.07	35.633
20200714 012156	6681.751	35.63	33.05	35.615
20200714 012158	6683.882	35.6	33.05	35.592
20200714 012200	6686.004	35.57	33.03	35.568
20200714 012202	6688.136	35.55	33.02	35.55
20200714 012205	6690.263	35.52	33.01	35.533
20200714 012207	6692.391	35.48	32.99	35.509
20200714 012209	6694.518	35.47	32.98	35.485
20200714 012211	6696.645	35.44	32.98	35.462
20200714 012213	6698.765	35.4	32.96	35.444
20200714 012215	6700.899	35.39	32.94	35.421
20200714 012217	6703.025	35.36	32.94	35.403
20200714 012219	6705.154	35.32	32.92	35.379
20200714 012222	6707.281	35.31	32.9	35.356
20200714 012224	6709.402	35.28	32.9	35.344
20200714 012226	6711.535	35.25	32.88	35.315
20200714 012228	6713.663	35.23	32.86	35.297
20200714 012230	6715.789	35.2	32.86	35.279
20200714 012232	6717.932	35.17	32.84	35.256
20200714 012234	6720.06	35.15	32.83	35.232
20200714 012237	6722.18	35.12	32.82	35.215
20200714 012239	6724.314	35.09	32.8	35.191
20200714 012241	6726.441	35.07	32.79	35.167
20200714 012243	6728.568	35.04	32.78	35.15
20200714 012245	6730.696	35.01	32.76	35.126
20200714 012247	6732.823	34.99	32.75	35.115
20200714 012249	6734.95	34.96	32.74	35.091
20200714 012251	6737.07	34.93	32.73	35.067
20200714 012254	6739.201	34.91	32.71	35.044
20200714 012256	6741.332	34.88	32.71	35.026
20200714 012258	6743.461	34.85	32.69	34.991
20200714 012300	6745.582	34.83	32.67	34.979
20200714 012302	6747.713	34.8	32.67	34.967
20200714 012304	6749.836	34.77	32.65	34.938
20200714 012306	6751.968	34.75	32.63	34.92
20200714 012308	6754.095	34.72	32.63	34.897
20200714 012311	6756.222	34.69	32.61	34.873
20200714 012313	6758.346	34.67	32.6	34.856
20200714 012315	6760.476	34.64	32.59	34.832
20200714 012317	6762.604	34.61	32.57	34.809
20200714 012319	6764.731	34.59	32.56	34.791
20200714 012321	6766.858	34.56	32.55	34.768
20200714 012323	6768.979	34.53	32.54	34.744
20200714 012325	6771.112	34.51	32.52	34.726
20200714 012328	6773.235	34.48	32.52	34.709
20200714 012330	6775.367	34.45	32.5	34.685
20200714 012332	6777.494	34.43	32.48	34.662
20200714 012334	6779.62	34.4	32.48	34.644
20200714 012336	6781.748	34.37	32.46	34.621
20200714 012338	6783.876	34.35	32.45	34.597
20200714 012340	6786.002	34.32	32.44	34.58
20200714 012342	6788.122	34.29	32.42	34.556
20200714 012345	6790.257	34.27	32.41	34.533
20200714 012347	6792.384	34.24	32.4	34.509
20200714 012349	6794.506	34.21	32.38	34.492
20200714 012351	6796.639	34.19	32.37	34.474
20200714 012353	6798.766	34.16	32.37	34.445
20200714 012355	6800.891	34.14	32.35	34.427
20200714 012357	6803.02	34.11	32.33	34.409
20200714 012359	6805.146	34.08	32.33	34.386
20200714 012402	6807.275	34.07	32.31	34.368
20200714 012404	6809.402	34.04	32.29	34.339
20200714 012406	6811.529	34.0	32.29	34.316
20200714 012408	6813.655	33.99	32.27	34.298
20200714 012410	6815.783	33.96	32.25	34.274
20200714 012412	6817.91	33.92	32.25	34.257
20200714 012414	6820.038	33.91	32.23	34.239
20200714 012417	6822.181	33.88	32.21	34.216
20200714 012419	6824.302	33.85	32.21	34.187
20200714 012421	6826.435	33.83	32.19	34.169
20200714 012423	6828.562	33.8	32.17	34.151
20200714 012425	6830.69	33.77	32.17	34.122
20200714 012427	6832.817	33.75	32.15	34.099
20200714 012429	6834.944	33.72	32.13	34.087
20200714 012431	6837.071	33.69	32.13	34.064
20200714 012434	6839.198	33.68	32.11	34.046
20200714 012436	6841.325	33.64	32.09	34.017
20200714 012438	6843.447	33.61	32.09	33.993
20200714 012440	6845.58	33.6	32.07	33.97
20200714 012442	6847.703	33.57	32.06	33.952
20200714 012444	6849.834	33.53	32.04	33.94
20200714 012446	6851.962	33.52	32.02	33.911
20200714 012448	6854.089	33.49	32.02	33.888
20200714 012451	6856.216	33.46	32.0	33.876
20200714 012453	6858.343	33.44	31.98	33.853
20200714 012455	6860.47	33.41	31.98	33.829
20200714 012457	6862.595	33.38	31.96	33.812
20200714 012459	6864.74	33.36	31.94	33.782
20200714 012501	6866.867	33.33	31.94	33.771
20200714 012503	6868.995	33.3	31.92	33.741
20200714 012505	6871.122	33.28	31.9	33.718
20200714 012508	6873.245	33.25	31.89	33.7
20200714 012510	6875.376	33.22	31.88	33.677
20200714 012512	6877.504	33.21	31.86	33.654
20200714 012514	6879.631	33.18	31.85	33.63
20200714 012516	6881.758	33.15	31.83	33.613
20200714 012518	6883.883	33.13	31.81	33.589
20200714 012520	6886.011	33.1	31.81	33.566
20200714 012522	6888.139	33.07	31.79	33.548
20200714 012525	6890.267	33.05	31.77	33.525
20200714 012527	6892.394	33.02	31.77	33.501
20200714 012529	6894.524	32.99	31.75	33.49
20200714 012531	6896.648	32.97	31.72	33.466
20200714 012533	6898.775	32.94	31.72	33.443
20200714 012535	6900.903	32.91	31.7	33.425
20200714 012537	6903.03	32.9	31.68	33.396
20200714 012539	6905.157	32.87	31.68	33.379
20200714 012542	6907.3	32.84	31.66	33.355
20200714 012544	6909.427	32.82	31.64	33.338
20200714 012546	6911.555	32.79	31.63	33.314
20200714 012548	6913.698	32.76	31.61	33.297
20200714 012550	6915.819	32.74	31.59	33.273
20200714 012552	6917.952	32.71	31.59	33.244
20200714 012554	6920.082	32.68	31.57	33.221
20200714 012557	6922.206	32.67	31.55	33.203
20200714 012559	6924.332	32.64	31.55	33.174
20200714 012601	6926.461	32.61	31.53	33.162
20200714 012603	6928.581	32.59	31.5	33.133
20200714 012605	6930.715	32.56	31.5	33.115
20200714 012607	6932.842	32.53	31.48	33.092
20200714 012609	6934.963	32.51	31.46	33.075
20200714 012611	6937.097	32.48	31.46	33.057
20200714 012614	6939.224	32.45	31.44	33.028
20200714 012616	6941.351	32.44	31.42	33.016
20200714 012618	6943.475	32.41	31.41	32.987
20200714 012620	6945.606	32.38	31.39	32.975
20200714 012622	6947.733	32.36	31.37	32.946
20200714 012624	6949.855	32.33	31.36	32.929
20200714 012626	6951.987	32.3	31.34	32.905
20200714 012628	6954.115	32.28	31.32	32.888
20200714 012631	6956.258	32.25	31.32	32.858
20200714 012633	6958.385	32.22	31.3	32.841
20200714 012635	6960.512	32.21	31.28	32.812
20200714 012637	6962.639	32.18	31.28	32.788
20200714 012639	6964.766	32.15	31.26	32.777
20200714 012641	6966.893	32.13	31.24	32.753
20200714 012643	6969.021	32.1	31.23	32.73
20200714 012645	6971.142	32.07	31.21	32.707
20200714 012648	6973.275	32.06	31.19	32.683
20200714 012650	6975.402	32.03	31.19	32.666
20200714 012652	6977.529	32.01	31.17	32.642
20200714 012654	6979.656	31.98	31.15	32.619
20200714 012656	6981.784	31.94	31.14	32.602
20200714 012658	6983.911	31.93	31.12	32.584
20200714 012700	6986.038	31.9	31.1	32.561
20200714 012702	6988.165	31.86	31.1	32.537
20200714 012705	6990.289	31.85	31.07	32.514
20200714 012707	6992.42	31.82	31.05	32.496
20200714 012709	6994.547	31.79	31.05	32.473
20200714 012711	6996.674	31.77	31.03	32.444
20200714 012713	6998.816	31.74	31.01	32.426
20200714 012715	7000.941	31.71	31.0	32.403
20200714 012717	7003.072	31.69	30.98	32.391
20200714 012720	7005.199	31.66	30.96	32.368
20200714 012722	7007.326	31.63	30.96	32.339
20200714 012724	7009.453	31.62	30.94	32.321
20200714 012726	7011.58	31.58	30.92	32.298
20200714 012728	7013.708	31.55	30.92	32.281
20200714 012730	7015.835	31.54	30.9	32.257
20200714 012732	7017.962	31.51	30.88	32.234
20200714 012734	7020.089	31.48	30.87	32.216
20200714 012737	7022.217	31.46	30.85	32.187
20200714 012739	7024.344	31.43	30.85	32.17
20200714 012741	7026.471	31.4	30.82	32.152
20200714 012743	7028.598	31.38	30.8	32.123
20200714 012745	7030.725	31.35	30.8	32.106
20200714 012747	7032.852	31.32	30.77	32.082
20200714 012752	7038.046	31.26	30.74	32.03
20200714 012754	7040.176	31.25	30.72	32.012
20200714 012757	7042.305	31.22	30.7	31.989
20200714 012759	7044.432	31.19	30.69	31.966
20200714 012801	7046.559	31.17	30.67	31.942
20200714 012803	7048.686	31.14	30.65	31.919
20200714 012805	7050.811	31.11	30.65	31.901
20200714 012807	7052.933	31.1	30.63	31.878
20200714 012809	7055.068	31.07	30.62	31.855
20200714 012812	7057.191	31.04	30.6	31.832
20200714 012814	7059.322	31.02	30.58	31.814
20200714 012816	7061.449	30.99	30.57	31.791
20200714 012818	7063.57	30.96	30.55	31.767
20200714 012820	7065.703	30.94	30.53	31.75
20200714 012822	7067.831	30.91	30.52	31.727
20200714 012824	7069.958	30.88	30.5	31.703
20200714 012826	7072.1	30.87	30.48	31.68
20200714 012829	7074.227	30.84	30.48	31.657
20200714 012831	7076.356	30.81	30.45	31.639
20200714 012833	7078.499	30.79	30.43	31.616
20200714 012835	7080.626	30.76	30.43	31.593
20200714 012837	7082.753	30.73	30.41	31.563
20200714 012839	7084.896	30.72	30.39	31.558
20200714 012841	7087.023	30.69	30.38	31.534
20200714 012843	7089.15	30.66	30.36	31.511
20200714 012846	7091.291	30.64	30.34	31.482
20200714 012848	7093.421	30.61	30.33	31.464
20200714 012850	7095.548	30.58	30.31	31.447
20200714 012852	7097.673	30.56	30.29	31.418
20200714 012854	7099.803	30.54	30.28	31.394
20200714 012856	7101.93	30.51	30.26	31.365
20200714 012858	7104.057	30.49	30.24	31.348
20200714 012901	7106.184	30.46	30.24	31.324
20200714 012903	7108.312	30.43	30.21	31.295
20200714 012905	7110.439	30.42	30.19	31.272
20200714 012907	7112.559	30.39	30.19	31.266
20200714 012909	7114.693	30.36	30.16	31.272
20200714 012911	7116.82	30.34	30.14	31.255
20200714 012913	7118.947	30.31	30.14	31.214
20200714 012915	7121.075	30.28	30.12	31.19
20200714 012918	7123.195	30.26	30.09	31.167
20200714 012920	7125.33	30.23	30.09	31.144
20200714 012922	7127.452	30.2	30.07	31.115
20200714 012924	7129.583	30.19	30.04	31.103
20200714 012926	7131.708	30.16	30.04	31.08
20200714 012928	7133.854	30.13	30.02	31.062
20200714 012930	7135.977	30.11	29.99	31.033
20200714 012932	7138.105	30.08	29.99	31.01
20200714 012935	7140.229	30.05	29.97	30.987
20200714 012937	7142.358	30.04	29.94	30.969
20200714 012939	7144.49	30.01	29.94	30.946
20200714 012941	7146.617	29.98	29.92	30.928
20200714 012943	7148.744	29.97	29.9	30.899
20200714 012945	7150.865	29.94	29.89	30.876
20200714 012947	7152.998	29.91	29.87	30.858
20200714 012949	7155.125	29.89	29.85	30.835
20200714 012952	7157.252	29.86	29.85	30.818
20200714 012954	7159.38	29.83	29.82	30.789
20200714 012956	7161.507	29.82	29.8	30.765
20200714 012958	7163.628	29.79	29.8	30.748
20200714 013000	7165.761	29.76	29.77	30.73
20200714 013002	7167.884	29.74	29.75	30.707
20200714 013004	7170.015	29.71	29.74	30.684
20200714 013006	7172.136	29.68	29.72	30.66
20200714 013009	7174.263	29.67	29.7	30.643
20200714 013011	7176.413	29.64	29.69	30.62
20200714 013013	7178.54	29.61	29.67	30.596
20200714 013015	7180.668	29.59	29.65	30.573
20200714 013017	7182.806	29.56	29.65	30.561
20200714 013019	7184.938	29.53	29.62	30.538
20200714 013021	7187.065	29.52	29.6	30.515
20200714 013024	7189.192	29.49	29.59	30.492
20200714 013026	7191.32	29.46	29.57	30.474
20200714 013028	7193.447	29.44	29.55	30.445
20200714 013030	7195.568	29.41	29.54	30.427
20200714 013032	7197.701	29.4	29.52	30.404
20200714 013034	7199.844	29.37	29.5	30.381
20200714 013036	7201.971	29.34	29.49	30.358
20200714 013038	7204.099	29.32	29.47	30.34
20200714 013041	7206.242	29.29	29.45	30.317
20200714 013043	7208.369	29.26	29.44	30.299
20200714 013045	7210.49	29.25	29.42	30.27
20200714 013047	7212.623	29.22	29.4	30.253
20200714 013049	7214.751	29.19	29.39	30.229
20200714 013051	7216.874	29.17	29.37	30.2
20200714 013053	7219.004	29.14	29.35	30.189
20200714 013055	7221.132	29.11	29.34	30.165
20200714 013058	7223.256	29.1	29.32	30.142
20200714 013100	7225.386	29.07	29.29	30.125
20200714 013102	7227.513	29.04	29.29	30.107
20200714 013104	7229.641	29.02	29.27	30.084
20200714 013106	7231.767	28.99	29.24	30.061
20200714 013108	7233.895	28.96	29.24	30.037
20200714 013110	7236.022	28.95	29.21	30.014
20200714 013112	7238.146	28.92	29.19	29.991
20200714 013115	7240.279	28.89	29.18	29.967
20200714 013117	7242.404	28.88	29.16	29.944
20200714 013119	7244.531	28.85	29.14	29.921
20200714 013121	7246.656	28.82	29.13	29.903
20200714 013123	7248.801	28.8	29.11	29.88
20200714 013125	7250.928	28.77	29.09	29.857
20200714 013127	7253.055	28.74	29.09	29.839
20200714 013130	7255.199	28.73	29.06	29.822
20200714 013132	7257.326	28.7	29.04	29.793
20200714 013134	7259.453	28.67	29.03	29.775
20200714 013136	7261.596	28.66	29.01	29.752
20200714 013138	7263.717	28.63	28.99	29.734
20200714 013140	7265.851	28.6	28.98	29.705
20200714 013142	7267.972	28.58	28.96	29.694
