clock	watch	T_int	T_ext	T_ref
20200714 085652	5166.22	15.3	17.91	17.101
20200714 085654	5168.349	15.29	17.89	17.076
20200714 085656	5170.479	15.26	17.88	17.063
20200714 085658	5172.607	15.24	17.87	17.044
20200714 085700	5174.732	15.23	17.85	17.025
20200714 085702	5176.858	15.2	17.83	17.006
20200714 085705	5178.988	15.18	17.83	16.987
20200714 085707	5181.115	15.17	17.81	16.961
20200714 085709	5183.241	15.14	17.79	16.949
20200714 085711	5185.367	15.12	17.79	16.93
20200714 085713	5187.497	15.11	17.77	16.917
20200714 085715	5189.621	15.08	17.75	16.898
20200714 085717	5191.747	15.06	17.74	16.879
20200714 085719	5193.874	15.05	17.72	16.866
20200714 085722	5196.003	15.02	17.72	16.841
20200714 085724	5198.133	15.0	17.7	16.828
20200714 085726	5200.26	14.98	17.68	16.803
20200714 085728	5202.387	14.96	17.68	16.784
20200714 085730	5204.514	14.93	17.66	16.765
20200714 085732	5206.641	14.92	17.64	16.752
20200714 085734	5208.768	14.9	17.63	16.727
20200714 085737	5210.894	14.87	17.61	16.708
20200714 085739	5213.022	14.86	17.59	16.695
20200714 085741	5215.15	14.84	17.59	16.682
20200714 085743	5217.275	14.81	17.57	16.657
20200714 085745	5219.404	14.8	17.55	16.637
20200714 085747	5221.528	14.78	17.54	16.625
20200714 085749	5223.658	14.75	17.52	16.605
20200714 085751	5225.781	14.74	17.5	16.586
20200714 085754	5227.911	14.71	17.5	16.567
20200714 085756	5230.035	14.69	17.48	16.542
20200714 085758	5232.164	14.68	17.46	16.523
20200714 085800	5234.289	14.65	17.46	16.51
20200714 085802	5236.42	14.63	17.44	16.491
20200714 085804	5238.545	14.62	17.41	16.478
20200714 085806	5240.676	14.59	17.41	16.459
20200714 085808	5242.799	14.57	17.39	16.433
20200714 085811	5244.926	14.56	17.37	16.421
20200714 085813	5247.056	14.53	17.37	16.408
20200714 085815	5249.182	14.51	17.35	16.382
20200714 085817	5251.312	14.5	17.33	16.37
20200714 085819	5253.433	14.47	17.33	16.35
20200714 085821	5255.545	14.45	17.31	16.338
20200714 085823	5257.675	14.44	17.28	16.312
20200714 085825	5259.804	14.41	17.28	16.293
20200714 085828	5261.927	14.39	17.26	16.28
20200714 085830	5264.058	14.38	17.24	16.268
20200714 085832	5266.184	14.35	17.23	16.241
20200714 085834	5268.31	14.33	17.21	16.222
20200714 085836	5270.437	14.32	17.19	16.209
20200714 085838	5272.564	14.3	17.19	16.184
20200714 085840	5274.693	14.27	17.17	16.171
20200714 085842	5276.82	14.26	17.15	16.152
20200714 085845	5278.947	14.24	17.15	16.126
20200714 085847	5281.076	14.22	17.12	16.113
20200714 085849	5283.203	14.2	17.1	16.094
20200714 085851	5285.341	14.18	17.1	16.081
20200714 085853	5287.473	14.16	17.08	16.055
20200714 085855	5289.596	14.15	17.06	16.036
20200714 085857	5291.722	14.12	17.06	16.023
20200714 085859	5293.85	14.1	17.04	16.004
20200714 085902	5295.982	14.09	17.02	15.985
20200714 085904	5298.109	14.06	17.01	15.972
20200714 085906	5300.231	14.04	16.99	15.946
20200714 085908	5302.361	14.03	16.97	15.934
20200714 085910	5304.488	14.0	16.97	15.914
20200714 085912	5306.612	13.99	16.94	15.902
20200714 085914	5308.745	13.97	16.93	15.87
20200714 085916	5310.872	13.95	16.92	15.863
20200714 085919	5312.999	13.93	16.9	15.85
20200714 085921	5315.126	13.91	16.88	15.824
20200714 085923	5317.252	13.89	16.88	15.805
20200714 085925	5319.381	13.88	16.86	15.792
20200714 085927	5321.504	13.85	16.84	15.772
20200714 085929	5323.632	13.83	16.83	15.753
20200714 085931	5325.762	13.82	16.81	15.74
20200714 085934	5327.904	13.79	16.79	15.714
20200714 085936	5330.027	13.77	16.79	15.695
20200714 085938	5332.157	13.76	16.77	15.682
20200714 085940	5334.287	13.73	16.75	15.663
20200714 085942	5336.41	13.71	16.74	15.65
20200714 085944	5338.537	13.7	16.72	15.624
20200714 085946	5340.668	13.68	16.7	15.605
20200714 085948	5342.79	13.65	16.7	15.585
20200714 085951	5344.92	13.64	16.68	15.572
20200714 085953	5347.052	13.62	16.66	15.553
20200714 085955	5349.172	13.59	16.65	15.534
20200714 085957	5351.303	13.58	16.63	15.521
20200714 085959	5353.429	13.56	16.63	15.508
20200714 090001	5355.555	13.53	16.61	15.482
20200714 090003	5357.686	13.52	16.59	15.463
20200714 090005	5359.809	13.5	16.58	15.444
20200714 090008	5361.936	13.48	16.56	15.43
20200714 090010	5364.065	13.46	16.54	15.411
20200714 090012	5366.192	13.44	16.54	15.391
20200714 090014	5368.322	13.42	16.52	15.372
20200714 090016	5370.46	13.4	16.5	15.359
20200714 090018	5372.588	13.38	16.49	15.339
20200714 090020	5374.717	13.36	16.47	15.313
20200714 090022	5376.862	13.35	16.45	15.3
20200714 090025	5378.986	13.32	16.45	15.287
20200714 090027	5381.117	13.3	16.43	15.261
20200714 090029	5383.24	13.29	16.41	15.242
20200714 090031	5385.366	13.26	16.4	15.216
20200714 090033	5387.496	13.24	16.38	15.203
20200714 090035	5389.624	13.23	16.36	15.209
20200714 090037	5391.752	13.21	16.36	15.197
20200714 090039	5393.879	13.18	16.34	15.177
20200714 090042	5396.006	13.17	16.32	15.151
20200714 090044	5398.133	13.15	16.32	15.132
20200714 090046	5400.257	13.13	16.3	15.119
20200714 090048	5402.383	13.11	16.28	15.099
20200714 090050	5404.512	13.09	16.27	15.067
20200714 090052	5406.64	13.07	16.25	15.054
20200714 090054	5408.768	13.06	16.23	15.041
20200714 090057	5410.891	13.04	16.23	15.028
20200714 090059	5413.024	13.02	16.21	15.001
20200714 090101	5415.148	13.0	16.19	14.988
20200714 090103	5417.273	12.98	16.18	14.975
20200714 090105	5419.418	12.96	16.17	14.949
20200714 090107	5421.548	12.95	16.14	14.936
20200714 090109	5423.676	12.93	16.14	14.91
20200714 090111	5425.801	12.9	16.12	14.897
20200714 090114	5427.93	12.89	16.1	14.884
20200714 090116	5430.055	12.87	16.1	14.858
20200714 090118	5432.185	12.85	16.07	14.838
20200714 090120	5434.312	12.84	16.05	14.832
20200714 090122	5436.439	12.81	16.05	14.805
20200714 090124	5438.566	12.79	16.03	14.792
20200714 090126	5440.693	12.78	16.01	14.773
20200714 090128	5442.82	12.76	16.01	14.753
20200714 090131	5444.944	12.74	15.98	14.734
20200714 090133	5447.075	12.73	15.97	14.727
20200714 090135	5449.202	12.7	15.96	14.701
20200714 090137	5451.326	12.68	15.94	14.694
20200714 090139	5453.457	12.67	15.92	14.675
20200714 090141	5455.583	12.65	15.92	14.649
20200714 090143	5457.711	12.63	15.9	14.636
20200714 090145	5459.835	12.61	15.88	14.623
20200714 090148	5461.979	12.59	15.87	14.602
20200714 090150	5464.105	12.57	15.85	14.576
20200714 090152	5466.231	12.56	15.83	14.563
20200714 090154	5468.357	12.54	15.83	14.55
20200714 090156	5470.484	12.51	15.81	14.53
20200714 090158	5472.616	12.5	15.79	14.504
20200714 090200	5474.744	12.48	15.78	14.491
20200714 090202	5476.869	12.46	15.76	14.478
20200714 090205	5478.993	12.44	15.74	14.465
20200714 090207	5481.123	12.42	15.74	14.438
20200714 090209	5483.252	12.41	15.72	14.432
20200714 090211	5485.375	12.39	15.7	14.412
20200714 090213	5487.502	12.37	15.69	14.392
20200714 090215	5489.631	12.35	15.67	14.366
20200714 090217	5491.756	12.33	15.66	14.359
20200714 090220	5493.888	12.31	15.65	14.34
20200714 090222	5496.013	12.3	15.63	14.327
20200714 090224	5498.137	12.28	15.62	14.307
20200714 090226	5500.267	12.25	15.61	14.287
20200714 090228	5502.395	12.24	15.59	14.267
20200714 090230	5504.538	12.22	15.57	14.261
20200714 090232	5506.662	12.2	15.57	14.235
20200714 090234	5508.79	12.19	15.55	14.228
20200714 090237	5510.917	12.16	15.53	14.202
20200714 090239	5513.046	12.14	15.52	14.189
20200714 090241	5515.174	12.13	15.5	14.168
20200714 090243	5517.3	12.11	15.48	14.148
20200714 090245	5519.43	12.09	15.48	14.135
20200714 090247	5521.555	12.08	15.46	14.115
20200714 090249	5523.679	12.05	15.44	14.102
20200714 090251	5525.81	12.03	15.44	14.082
20200714 090254	5527.935	12.02	15.41	14.062
20200714 090256	5530.061	12.0	15.41	14.049
20200714 090258	5532.188	11.98	15.39	14.036
20200714 090300	5534.319	11.97	15.37	14.01
20200714 090302	5536.446	11.94	15.37	13.99
20200714 090304	5538.573	11.92	15.35	13.97
20200714 090306	5540.697	11.91	15.33	13.963
20200714 090308	5542.829	11.89	15.32	13.95
20200714 090311	5544.953	11.87	15.3	13.93
20200714 090313	5547.097	11.86	15.28	13.91
20200714 090315	5549.222	11.84	15.28	13.897
20200714 090317	5551.353	11.81	15.26	13.877
20200714 090319	5553.492	11.8	15.24	13.857
20200714 090321	5555.619	11.78	15.24	13.838
20200714 090323	5557.746	11.76	15.22	13.818
20200714 090326	5559.891	11.75	15.2	13.805
20200714 090328	5562.017	11.73	15.19	13.791
20200714 090330	5564.146	11.7	15.18	13.778
20200714 090332	5566.271	11.7	15.16	13.758
20200714 090334	5568.403	11.67	15.15	13.738
20200714 090336	5570.528	11.65	15.13	13.718
20200714 090338	5572.652	11.64	15.11	13.704
20200714 090340	5574.782	11.62	15.11	13.691
20200714 090343	5576.907	11.6	15.09	13.678
20200714 090345	5579.039	11.59	15.07	13.651
20200714 090347	5581.166	11.57	15.07	13.638
20200714 090349	5583.293	11.54	15.04	13.625
20200714 090351	5585.421	11.53	15.02	13.605
20200714 090353	5587.548	11.51	15.02	13.591
20200714 090355	5589.672	11.49	15.0	13.565
20200714 090357	5591.801	11.48	14.98	13.551
20200714 090400	5593.925	11.46	14.98	13.538
20200714 090402	5596.056	11.44	14.96	13.518
20200714 090404	5598.184	11.43	14.94	13.505
20200714 090406	5600.311	11.42	14.94	13.491
20200714 090408	5602.452	11.41	14.92	13.465
20200714 090410	5604.579	11.42	14.9	13.445
20200714 090412	5606.703	11.43	14.89	13.445
20200714 090414	5608.835	11.47	14.87	13.418
20200714 090417	5610.959	11.49	14.85	13.405
20200714 090419	5613.09	11.54	14.85	13.385
20200714 090421	5615.217	11.61	14.83	13.378
20200714 090423	5617.344	11.64	14.81	13.358
20200714 090425	5619.471	11.71	14.81	13.345
20200714 090427	5621.599	11.78	14.79	13.324
20200714 090429	5623.721	11.82	14.77	13.311
20200714 090431	5625.852	11.89	14.76	13.297
20200714 090434	5627.979	11.96	14.74	13.291
20200714 090436	5630.107	12.0	14.73	13.277
20200714 090438	5632.234	12.07	14.72	13.264
20200714 090440	5634.359	12.14	14.7	13.257
20200714 090442	5636.484	12.17	14.69	13.25
20200714 090444	5638.611	12.24	14.68	13.25
20200714 090446	5640.738	12.31	14.67	13.237
20200714 090448	5642.869	12.35	14.65	13.23
20200714 090451	5645.013	12.42	14.65	13.224
20200714 090453	5647.14	12.49	14.63	13.224
20200714 090455	5649.264	12.52	14.61	13.217
20200714 090457	5651.395	12.59	14.61	13.217
20200714 090459	5653.517	12.66	14.59	13.217
20200714 090501	5655.649	12.7	14.58	13.217
20200714 090503	5657.773	12.77	14.57	13.21
20200714 090506	5659.899	12.84	14.56	13.217
20200714 090508	5662.031	12.87	14.55	13.224
20200714 090510	5664.158	12.94	14.54	13.224
20200714 090512	5666.283	12.98	14.53	13.224
20200714 090514	5668.412	13.05	14.52	13.23
20200714 090516	5670.539	13.12	14.51	13.23
20200714 090518	5672.667	13.15	14.5	13.244
20200714 090520	5674.794	13.22	14.49	13.244
20200714 090523	5676.918	13.29	14.49	13.25
20200714 090525	5679.042	13.32	14.48	13.257
20200714 090527	5681.171	13.39	14.47	13.271
20200714 090529	5683.302	13.46	14.47	13.277
20200714 090531	5685.43	13.5	14.46	13.277
20200714 090533	5687.568	13.57	14.45	13.291
20200714 090535	5689.7	13.64	14.45	13.304
20200714 090537	5691.827	13.67	14.44	13.318
20200714 090540	5693.966	13.74	14.44	13.331
20200714 090542	5696.097	13.81	14.43	13.345
20200714 090544	5698.225	13.84	14.43	13.358
20200714 090546	5700.352	13.9	14.42	13.378
20200714 090548	5702.479	13.97	14.42	13.385
20200714 090550	5704.606	14.01	14.42	13.398
20200714 090552	5706.733	14.08	14.42	13.418
20200714 090554	5708.86	14.14	14.41	13.431
20200714 090557	5710.984	14.18	14.41	13.445
20200714 090559	5713.115	14.25	14.41	13.458
20200714 090601	5715.242	14.31	14.41	13.478
20200714 090603	5717.367	14.35	14.41	13.498
20200714 090605	5719.493	14.41	14.41	13.511
20200714 090607	5721.623	14.48	14.41	13.525
20200714 090609	5723.75	14.52	14.41	13.551
20200714 090611	5725.878	14.59	14.41	13.565
20200714 090614	5728.002	14.65	14.41	13.585
20200714 090616	5730.133	14.69	14.41	13.605
20200714 090618	5732.26	14.76	14.41	13.631
20200714 090620	5734.382	14.83	14.42	13.644
20200714 090622	5736.53	14.86	14.42	13.664
20200714 090624	5738.657	14.93	14.42	13.684
20200714 090626	5740.781	15.0	14.43	13.704
20200714 090629	5742.91	15.03	14.43	13.718
20200714 090631	5745.039	15.1	14.43	13.744
20200714 090633	5747.164	15.17	14.44	13.765
20200714 090635	5749.293	15.2	14.44	13.785
20200714 090637	5751.42	15.27	14.44	13.811
20200714 090639	5753.548	15.34	14.45	13.831
20200714 090641	5755.671	15.37	14.46	13.851
20200714 090643	5757.8	15.44	14.46	13.877
20200714 090646	5759.926	15.51	14.47	13.904
20200714 090648	5762.056	15.54	14.48	13.93
20200714 090650	5764.183	15.61	14.48	13.95
20200714 090652	5766.311	15.68	14.49	13.97
20200714 090654	5768.438	15.71	14.5	13.996
20200714 090656	5770.565	15.78	14.51	14.023
20200714 090658	5772.693	15.84	14.52	14.043
20200714 090700	5774.815	15.88	14.53	14.069
20200714 090703	5776.943	15.94	14.53	14.102
20200714 090705	5779.09	16.01	14.55	14.129
20200714 090707	5781.212	16.04	14.56	14.148
20200714 090709	5783.344	16.11	14.56	14.175
20200714 090711	5785.472	16.17	14.58	14.208
20200714 090713	5787.599	16.21	14.59	14.221
20200714 090715	5789.726	16.27	14.6	14.254
20200714 090717	5791.852	16.34	14.61	14.281
20200714 090720	5793.976	16.37	14.63	14.3
20200714 090722	5796.107	16.44	14.63	14.34
20200714 090724	5798.231	16.5	14.65	14.366
20200714 090726	5800.362	16.54	14.67	14.392
20200714 090728	5802.489	16.6	14.67	14.425
20200714 090730	5804.616	16.67	14.69	14.445
20200714 090732	5806.743	16.7	14.71	14.478
20200714 090734	5808.87	16.77	14.71	14.517
20200714 090737	5810.992	16.83	14.73	14.543
20200714 090739	5813.125	16.87	14.75	14.576
20200714 090741	5815.249	16.93	14.75	14.602
20200714 090743	5817.38	17.0	14.78	14.629
20200714 090745	5819.506	17.03	14.8	14.655
20200714 090747	5821.634	17.1	14.8	14.688
20200714 090749	5823.761	17.17	14.83	14.721
20200714 090752	5825.888	17.2	14.85	14.753
20200714 090754	5828.015	17.27	14.85	14.786
20200714 090756	5830.142	17.33	14.87	14.818
20200714 090758	5832.268	17.36	14.9	14.851
20200714 090800	5834.397	17.43	14.9	14.89
20200714 090802	5836.524	17.46	14.93	14.916
20200714 090804	5838.651	17.53	14.95	14.956
20200714 090806	5840.778	17.59	14.96	14.988
20200714 090809	5842.903	17.62	14.98	15.021
20200714 090811	5845.031	17.67	15.0	15.047
20200714 090813	5847.16	17.72	15.01	15.093
20200714 090815	5849.287	17.73	15.03	15.125
20200714 090817	5851.412	17.75	15.06	15.171
20200714 090819	5853.541	17.75	15.07	15.203
20200714 090821	5855.668	17.75	15.09	15.209
20200714 090823	5857.811	17.73	15.12	15.248
20200714 090826	5859.934	17.71	15.13	15.294
20200714 090828	5862.062	17.7	15.15	15.326
20200714 090830	5864.209	17.67	15.18	15.359
20200714 090832	5866.336	17.64	15.19	15.391
20200714 090834	5868.463	17.63	15.22	15.424
20200714 090836	5870.602	17.6	15.24	15.456
20200714 090838	5872.735	17.57	15.25	15.495
20200714 090840	5874.859	17.56	15.28	15.527
20200714 090843	5876.987	17.53	15.31	15.56
20200714 090845	5879.115	17.51	15.31	15.585
20200714 090847	5881.242	17.49	15.34	15.618
20200714 090849	5883.366	17.46	15.37	15.65
20200714 090851	5885.495	17.44	15.38	15.689
20200714 090853	5887.624	17.42	15.41	15.714
20200714 090855	5889.751	17.4	15.43	15.74
20200714 090857	5891.878	17.37	15.44	15.772
20200714 090900	5894.005	17.36	15.47	15.792
20200714 090902	5896.132	17.33	15.47	15.824
20200714 090904	5898.259	17.3	15.5	15.857
20200714 090906	5900.386	17.29	15.53	15.87
20200714 090908	5902.51	17.26	15.53	15.902
20200714 090910	5904.641	17.24	15.56	15.934
20200714 090912	5906.768	17.22	15.59	15.953
20200714 090915	5908.895	17.2	15.6	15.979
20200714 090917	5911.022	17.17	15.62	16.004
20200714 090919	5913.161	17.16	15.65	16.03
20200714 090921	5915.29	17.13	15.66	16.049
20200714 090923	5917.42	17.1	15.68	16.075
20200714 090925	5919.547	17.09	15.7	16.094
20200714 090927	5921.674	17.07	15.71	16.12
20200714 090929	5923.797	17.04	15.74	16.139
20200714 090932	5925.928	17.03	15.76	16.152
20200714 090934	5928.051	17.0	15.77	16.171
20200714 090936	5930.183	16.97	15.79	16.19
20200714 090938	5932.31	16.96	15.81	16.209
20200714 090940	5934.438	16.93	15.82	16.235
20200714 090942	5936.563	16.9	15.84	16.241
20200714 090944	5938.692	16.89	15.86	16.254
20200714 090946	5940.819	16.87	15.87	16.287
20200714 090949	5942.946	16.84	15.89	16.293
20200714 090951	5945.07	16.83	15.91	16.306
20200714 090953	5947.2	16.8	15.92	16.325
20200714 090955	5949.328	16.77	15.94	16.338
20200714 090957	5951.455	16.76	15.96	16.357
20200714 090959	5953.582	16.73	15.96	16.363
20200714 091001	5955.725	16.71	15.98	16.376
20200714 091003	5957.852	16.69	16.0	16.389
20200714 091006	5959.977	16.67	16.01	16.401
20200714 091008	5962.107	16.64	16.03	16.414
20200714 091010	5964.234	16.63	16.05	16.427
20200714 091012	5966.361	16.6	16.05	16.427
20200714 091014	5968.488	16.58	16.07	16.433
20200714 091016	5970.611	16.57	16.09	16.446
20200714 091018	5972.743	16.54	16.09	16.452
20200714 091020	5974.87	16.51	16.1	16.465
20200714 091023	5976.992	16.5	16.12	16.472
20200714 091025	5979.124	16.47	16.13	16.478
20200714 091027	5981.252	16.45	16.14	16.478
20200714 091029	5983.379	16.44	16.16	16.484
20200714 091031	5985.506	16.41	16.16	16.497
20200714 091033	5987.633	16.38	16.18	16.503
20200714 091035	5989.757	16.37	16.19	16.51
20200714 091038	5991.887	16.34	16.19	16.51
20200714 091040	5994.014	16.32	16.21	16.516
20200714 091042	5996.142	16.31	16.22	16.523
20200714 091044	5998.269	16.28	16.22	16.523
20200714 091046	6000.396	16.26	16.24	16.529
20200714 091048	6002.519	16.25	16.25	16.529
20200714 091050	6004.65	16.22	16.25	16.535
20200714 091052	6006.776	16.2	16.26	16.535
20200714 091055	6008.904	16.18	16.27	16.535
20200714 091057	6011.027	16.16	16.28	16.542
20200714 091059	6013.157	16.15	16.29	16.548
20200714 091101	6015.286	16.12	16.3	16.535
20200714 091103	6017.413	16.09	16.3	16.535
20200714 091105	6019.54	16.08	16.31	16.542
20200714 091107	6021.668	16.06	16.32	16.542
20200714 091109	6023.795	16.03	16.32	16.542
20200714 091112	6025.921	16.02	16.33	16.542
20200714 091114	6028.047	15.99	16.33	16.535
20200714 091116	6030.176	15.97	16.34	16.535
20200714 091118	6032.299	15.96	16.34	16.535
20200714 091120	6034.447	15.93	16.35	16.529
20200714 091122	6036.574	15.9	16.35	16.529
20200714 091124	6038.701	15.89	16.36	16.523
20200714 091126	6040.844	15.87	16.36	16.523
20200714 091129	6042.967	15.84	16.37	16.516
20200714 091131	6045.094	15.83	16.37	16.51
20200714 091133	6047.242	15.8	16.38	16.503
20200714 091135	6049.369	15.78	16.38	16.51
20200714 091137	6051.496	15.77	16.38	16.497
20200714 091139	6053.624	15.74	16.39	16.491
20200714 091141	6055.751	15.72	16.39	16.491
20200714 091143	6057.878	15.7	16.39	16.491
20200714 091146	6060.001	15.68	16.39	16.484
20200714 091148	6062.132	15.66	16.4	16.478
20200714 091150	6064.262	15.64	16.4	16.472
20200714 091152	6066.389	15.62	16.4	16.465
20200714 091154	6068.516	15.59	16.4	16.459
20200714 091156	6070.643	15.58	16.4	16.446
20200714 091158	6072.77	15.56	16.4	16.44
20200714 091201	6074.897	15.53	16.4	16.44
20200714 091203	6077.025	15.52	16.4	16.433
20200714 091205	6079.152	15.49	16.4	16.427
20200714 091207	6081.279	15.47	16.41	16.421
20200714 091209	6083.406	15.46	16.41	16.414
20200714 091211	6085.528	15.43	16.41	16.401
20200714 091213	6087.657	15.41	16.41	16.395
20200714 091215	6089.804	15.4	16.41	16.389
20200714 091218	6091.931	15.37	16.41	16.376
20200714 091220	6094.051	15.35	16.41	16.37
20200714 091222	6096.201	15.33	16.41	16.357
20200714 091224	6098.344	15.31	16.41	16.35
20200714 091226	6100.472	15.28	16.4	16.344
20200714 091228	6102.599	15.27	16.4	16.338
20200714 091230	6104.728	15.25	16.4	16.325
20200714 091232	6106.853	15.22	16.4	16.312
20200714 091235	6108.98	15.21	16.4	16.306
20200714 091237	6111.108	15.19	16.4	16.293
20200714 091239	6113.235	15.16	16.39	16.293
20200714 091241	6115.362	15.15	16.39	16.274
20200714 091243	6117.49	15.13	16.39	16.261
20200714 091245	6119.632	15.1	16.39	16.254
20200714 091247	6121.759	15.09	16.39	16.248
20200714 091249	6123.887	15.07	16.38	16.222
20200714 091252	6126.03	15.04	16.38	16.222
20200714 091254	6128.157	15.03	16.37	16.203
20200714 091256	6130.283	15.0	16.37	16.19
20200714 091258	6132.405	14.98	16.37	16.19
20200714 091300	6134.539	14.97	16.36	16.171
20200714 091302	6136.666	14.94	16.36	16.158
20200714 091304	6138.793	14.92	16.36	16.152
20200714 091307	6140.914	14.91	16.35	16.139
20200714 091309	6143.041	14.88	16.35	16.126
20200714 091311	6145.175	14.86	16.35	16.107
20200714 091313	6147.302	14.85	16.34	16.088
20200714 091315	6149.429	14.82	16.34	16.081
20200714 091317	6151.553	14.8	16.33	16.081
20200714 091319	6153.684	14.78	16.32	16.055
20200714 091321	6155.811	14.76	16.32	16.049
20200714 091324	6157.937	14.74	16.32	16.03
20200714 091326	6160.058	14.72	16.31	16.017
20200714 091328	6162.192	14.7	16.31	16.011
20200714 091330	6164.32	14.68	16.3	15.991
20200714 091332	6166.447	14.66	16.29	15.972
20200714 091334	6168.59	14.64	16.29	15.972
20200714 091336	6170.714	14.62	16.28	15.953
20200714 091338	6172.842	14.61	16.28	15.946
20200714 091341	6174.965	14.58	16.28	15.934
20200714 091343	6177.099	14.56	16.27	15.914
20200714 091345	6179.226	14.55	16.26	15.902
20200714 091347	6181.347	14.52	16.26	15.889
20200714 091349	6183.48	14.5	16.25	15.876
20200714 091351	6185.608	14.49	16.24	15.857
20200714 091353	6187.735	14.46	16.24	15.843
20200714 091355	6189.862	14.44	16.23	15.837
20200714 091358	6191.989	14.42	16.22	15.818
20200714 091400	6194.116	14.4	16.22	15.805
20200714 091402	6196.236	14.38	16.21	15.792
20200714 091404	6198.365	14.36	16.2	15.772
20200714 091406	6200.492	14.34	16.2	15.753
20200714 091408	6202.623	14.32	16.19	15.747
20200714 091410	6204.748	14.31	16.18	15.734
20200714 091412	6206.875	14.28	16.18	15.714
20200714 091415	6209.006	14.27	16.16	15.701
20200714 091417	6211.149	14.25	16.15	15.682
20200714 091419	6213.277	14.22	16.15	15.676
20200714 091421	6215.398	14.21	16.14	15.656
20200714 091423	6217.531	14.18	16.13	15.643
20200714 091425	6219.658	14.16	16.13	15.624
20200714 091427	6221.785	14.15	16.12	15.611
20200714 091430	6223.912	14.13	16.11	15.598
20200714 091432	6226.04	14.1	16.1	15.585
20200714 091434	6228.167	14.09	16.09	15.566
20200714 091436	6230.288	14.07	16.08	15.553
20200714 091438	6232.422	14.04	16.08	15.54
20200714 091440	6234.549	14.03	16.07	15.521
20200714 091442	6236.676	14.01	16.06	15.508
20200714 091444	6238.8	13.98	16.05	15.495
20200714 091447	6240.923	13.97	16.04	15.476
20200714 091449	6243.057	13.95	16.03	15.463
20200714 091451	6245.185	13.93	16.03	15.444
20200714 091453	6247.308	13.91	16.02	15.43
20200714 091455	6249.432	13.89	16.0	15.411
20200714 091457	6251.566	13.87	16.0	15.391
20200714 091459	6253.693	13.86	15.99	15.385
20200714 091501	6255.821	13.83	15.98	15.365
20200714 091504	6257.948	13.81	15.97	15.352
20200714 091506	6260.077	13.8	15.96	15.333
20200714 091508	6262.202	13.77	15.96	15.32
20200714 091510	6264.329	13.75	15.94	15.307
20200714 091512	6266.451	13.74	15.93	15.287
20200714 091514	6268.577	13.71	15.93	15.268
20200714 091516	6270.711	13.69	15.92	15.261
20200714 091518	6272.838	13.68	15.9	15.235
20200714 091521	6274.962	13.66	15.9	15.222
20200714 091523	6277.093	13.63	15.89	15.203
20200714 091525	6279.217	13.62	15.87	15.203
20200714 091527	6281.347	13.6	15.87	15.203
20200714 091529	6283.474	13.57	15.86	15.177
20200714 091531	6285.604	13.56	15.84	15.158
20200714 091533	6287.729	13.54	15.84	15.138
20200714 091535	6289.855	13.51	15.83	15.125
20200714 091538	6291.983	13.5	15.81	15.106
20200714 091540	6294.104	13.48	15.81	15.086
20200714 091542	6296.232	13.46	15.8	15.08
20200714 091544	6298.363	13.45	15.79	15.06
20200714 091546	6300.492	13.42	15.78	15.041
20200714 091548	6302.619	13.4	15.77	15.028
20200714 091550	6304.746	13.39	15.76	15.008
20200714 091552	6306.873	13.36	15.75	14.995
20200714 091555	6308.993	13.34	15.74	14.975
20200714 091557	6311.128	13.33	15.72	14.962
20200714 091559	6313.255	13.31	15.72	14.942
20200714 091601	6315.397	13.28	15.71	14.929
20200714 091603	6317.522	13.27	15.69	14.916
20200714 091605	6319.653	13.25	15.69	14.897
20200714 091607	6321.796	13.22	15.67	14.877
20200714 091610	6323.922	13.21	15.66	14.864
20200714 091612	6326.046	13.19	15.66	14.851
20200714 091614	6328.196	13.17	15.64	14.832
20200714 091616	6330.321	13.15	15.63	14.818
20200714 091618	6332.448	13.13	15.62	14.799
20200714 091620	6334.575	13.11	15.61	14.786
20200714 091622	6336.696	13.09	15.59	14.76
20200714 091624	6338.829	13.07	15.59	14.747
20200714 091627	6340.95	13.05	15.58	14.734
20200714 091629	6343.08	13.04	15.56	14.721
20200714 091631	6345.221	13.02	15.56	14.714
20200714 091633	6347.355	12.99	15.54	14.688
20200714 091635	6349.481	12.98	15.53	14.668
20200714 091637	6351.624	12.96	15.52	14.655
20200714 091639	6353.745	12.93	15.51	14.642
20200714 091641	6355.878	12.92	15.49	14.629
20200714 091644	6358.022	12.9	15.49	14.61
20200714 091646	6360.147	12.88	15.47	14.596
20200714 091648	6362.276	12.87	15.46	14.576
20200714 091650	6364.403	12.84	15.46	14.556
20200714 091652	6366.53	12.82	15.44	14.537
20200714 091654	6368.658	12.81	15.42	14.524
20200714 091656	6370.782	12.79	15.42	14.511
20200714 091659	6372.906	12.76	15.41	14.491
20200714 091701	6375.033	12.75	15.39	14.471
20200714 091703	6377.166	12.73	15.39	14.458
20200714 091705	6379.293	12.71	15.37	14.451
20200714 091707	6381.414	12.7	15.36	14.425
20200714 091709	6383.545	12.67	15.35	14.412
20200714 091711	6385.675	12.65	15.34	14.399
20200714 091713	6387.795	12.64	15.32	14.379
20200714 091716	6389.924	12.62	15.32	14.366
20200714 091718	6392.057	12.59	15.3	14.346
20200714 091720	6394.184	12.58	15.29	14.333
20200714 091722	6396.311	12.56	15.28	14.313
20200714 091724	6398.438	12.55	15.27	14.3
20200714 091726	6400.581	12.53	15.25	14.281
20200714 091728	6402.708	12.51	15.25	14.261
