clock	watch	T_int	T_ext	T_ref
20200714 100247	9121.588	20.46	21.25	21.594
20200714 100249	9123.715	20.44	21.24	21.576
20200714 100251	9125.842	20.42	21.22	21.57
20200714 100254	9127.969	20.39	21.22	21.552
20200714 100256	9130.112	20.37	21.21	21.528
20200714 100258	9132.237	20.35	21.2	21.516
20200714 100300	9134.367	20.32	21.2	21.504
20200714 100302	9136.504	20.3	21.19	21.486
20200714 100304	9138.637	20.28	21.18	21.467
20200714 100306	9140.764	20.25	21.17	21.455
20200714 100309	9142.904	20.23	21.16	21.437
20200714 100311	9145.028	20.21	21.15	21.419
20200714 100313	9147.159	20.19	21.14	21.401
20200714 100315	9149.288	20.16	21.13	21.389
20200714 100317	9151.416	20.15	21.12	21.364
20200714 100319	9153.543	20.12	21.12	21.352
20200714 100321	9155.67	20.09	21.1	21.34
20200714 100323	9157.798	20.08	21.09	21.316
20200714 100326	9159.923	20.05	21.09	21.304
20200714 100328	9162.051	20.02	21.08	21.286
20200714 100330	9164.175	20.01	21.06	21.268
20200714 100332	9166.299	19.98	21.06	21.256
20200714 100334	9168.448	19.96	21.05	21.231
20200714 100336	9170.576	19.94	21.03	21.219
20200714 100338	9172.703	19.91	21.03	21.201
20200714 100340	9174.839	19.89	21.02	21.171
20200714 100343	9176.973	19.87	21.0	21.159
20200714 100345	9179.099	19.85	21.0	21.165
20200714 100347	9181.243	19.82	20.99	21.141
20200714 100349	9183.362	19.81	20.97	21.122
20200714 100351	9185.497	19.78	20.97	21.11
20200714 100353	9187.636	19.75	20.96	21.086
20200714 100355	9189.768	19.74	20.94	21.068
20200714 100358	9191.895	19.71	20.94	21.044
20200714 100400	9194.03	19.68	20.92	21.031
20200714 100402	9196.165	19.67	20.91	21.013
20200714 100404	9198.292	19.64	20.91	20.989
20200714 100406	9200.419	19.61	20.89	20.977
20200714 100408	9202.546	19.6	20.88	20.958
20200714 100410	9204.673	19.57	20.88	20.946
20200714 100412	9206.8	19.55	20.86	20.916
20200714 100415	9208.928	19.53	20.85	20.904
20200714 100417	9211.07	19.51	20.84	20.886
20200714 100419	9213.197	19.48	20.83	20.861
20200714 100421	9215.323	19.46	20.81	20.843
20200714 100423	9217.468	19.44	20.81	20.843
20200714 100425	9219.595	19.41	20.79	20.813
20200714 100427	9221.722	19.4	20.78	20.794
20200714 100429	9223.849	19.37	20.77	20.782
20200714 100432	9225.972	19.34	20.76	20.764
20200714 100434	9228.099	19.33	20.74	20.746
20200714 100436	9230.224	19.3	20.74	20.722
20200714 100438	9232.357	19.27	20.72	20.709
20200714 100440	9234.485	19.26	20.7	20.697
20200714 100442	9236.612	19.23	20.7	20.673
20200714 100444	9238.736	19.2	20.68	20.655
20200714 100446	9240.866	19.19	20.67	20.642
20200714 100449	9242.986	19.16	20.67	20.618
20200714 100451	9245.12	19.14	20.65	20.6
20200714 100453	9247.247	19.12	20.63	20.587
20200714 100455	9249.369	19.09	20.63	20.575
20200714 100457	9251.501	19.07	20.61	20.545
20200714 100459	9253.624	19.05	20.6	20.533
20200714 100501	9255.756	19.03	20.59	20.514
20200714 100503	9257.883	19.01	20.58	20.496
20200714 100506	9260.021	18.99	20.56	20.478
20200714 100508	9262.147	18.96	20.56	20.459
20200714 100510	9264.28	18.95	20.54	20.441
20200714 100512	9266.408	18.92	20.52	20.417
20200714 100514	9268.534	18.89	20.52	20.399
20200714 100516	9270.661	18.88	20.5	20.386
20200714 100518	9272.781	18.85	20.48	20.362
20200714 100521	9274.915	18.82	20.48	20.344
20200714 100523	9277.037	18.81	20.46	20.325
20200714 100525	9279.163	18.79	20.44	20.307
20200714 100527	9281.297	18.76	20.44	20.289
20200714 100529	9283.42	18.75	20.42	20.271
20200714 100531	9285.551	18.72	20.41	20.252
20200714 100533	9287.678	18.69	20.4	20.234
20200714 100535	9289.805	18.68	20.39	20.209
20200714 100538	9291.93	18.65	20.37	20.197
20200714 100540	9294.059	18.63	20.36	20.172
20200714 100542	9296.186	18.61	20.35	20.154
20200714 100544	9298.308	18.58	20.33	20.136
20200714 100546	9300.441	18.56	20.32	20.111
20200714 100548	9302.584	18.54	20.31	20.093
20200714 100550	9304.711	18.52	20.29	20.068
20200714 100552	9306.838	18.49	20.28	20.038
20200714 100555	9308.965	18.48	20.27	20.007
20200714 100557	9311.092	18.45	20.26	20.001
20200714 100559	9313.216	18.42	20.24	20.007
20200714 100601	9315.346	18.41	20.23	20.001
20200714 100603	9317.474	18.38	20.22	20.001
20200714 100605	9319.601	18.36	20.2	20.001
20200714 100607	9321.728	18.34	20.19	19.964
20200714 100609	9323.856	18.32	20.18	19.94
20200714 100612	9325.982	18.29	20.16	19.915
20200714 100614	9328.104	18.28	20.14	19.891
20200714 100616	9330.237	18.25	20.14	19.873
20200714 100618	9332.364	18.23	20.12	19.854
20200714 100620	9334.491	18.21	20.1	19.835
20200714 100622	9336.619	18.19	20.1	19.817
20200714 100624	9338.743	18.16	20.08	19.799
20200714 100626	9340.868	18.15	20.06	19.774
20200714 100629	9343.0	18.12	20.06	19.749
20200714 100631	9345.136	18.09	20.04	19.743
20200714 100633	9347.268	18.08	20.02	19.713
20200714 100635	9349.397	18.05	20.02	19.7
20200714 100637	9351.54	18.03	20.0	19.676
20200714 100639	9353.667	18.02	19.98	19.657
20200714 100641	9355.794	17.99	19.98	19.645
20200714 100644	9357.922	17.97	19.96	19.627
20200714 100646	9360.043	17.96	19.94	19.608
20200714 100648	9362.171	17.94	19.93	19.59
20200714 100650	9364.297	17.93	19.91	19.565
20200714 100652	9366.43	17.94	19.89	19.553
20200714 100654	9368.55	17.95	19.89	19.535
20200714 100656	9370.684	17.98	19.87	19.516
20200714 100658	9372.811	18.0	19.85	19.498
20200714 100701	9374.938	18.06	19.85	19.473
20200714 100703	9377.078	18.12	19.83	19.448
20200714 100705	9379.208	18.15	19.81	19.442
20200714 100707	9381.328	18.22	19.81	19.417
20200714 100709	9383.479	18.28	19.79	19.399
20200714 100711	9385.606	18.32	19.77	19.386
20200714 100713	9387.733	18.38	19.76	19.362
20200714 100715	9389.86	18.45	19.75	19.349
20200714 100718	9391.986	18.48	19.73	19.337
20200714 100720	9394.108	18.55	19.72	19.312
20200714 100722	9396.242	18.61	19.7	19.312
20200714 100724	9398.369	18.65	19.68	19.3
20200714 100726	9400.496	18.71	19.68	19.288
20200714 100728	9402.623	18.78	19.67	19.269
20200714 100730	9404.743	18.81	19.65	19.263
20200714 100732	9406.878	18.88	19.64	19.257
20200714 100735	9409.005	18.94	19.63	19.245
20200714 100737	9411.126	18.98	19.61	19.238
20200714 100739	9413.259	19.04	19.61	19.232
20200714 100741	9415.389	19.11	19.59	19.22
20200714 100743	9417.514	19.14	19.58	19.214
20200714 100745	9419.637	19.2	19.57	19.214
20200714 100747	9421.763	19.27	19.56	19.208
20200714 100750	9423.895	19.3	19.54	19.208
20200714 100752	9426.038	19.37	19.54	19.195
20200714 100754	9428.164	19.43	19.53	19.201
20200714 100756	9430.295	19.47	19.52	19.201
20200714 100758	9432.436	19.53	19.51	19.201
20200714 100800	9434.563	19.6	19.5	19.195
20200714 100802	9436.69	19.63	19.49	19.201
20200714 100804	9438.83	19.69	19.49	19.201
20200714 100807	9440.96	19.76	19.47	19.208
20200714 100809	9443.084	19.79	19.47	19.208
20200714 100811	9445.225	19.85	19.46	19.214
20200714 100813	9447.358	19.92	19.45	19.214
20200714 100815	9449.485	19.95	19.45	19.22
20200714 100817	9451.621	20.01	19.44	19.232
20200714 100819	9453.754	20.08	19.44	19.232
20200714 100821	9455.883	20.11	19.43	19.245
20200714 100824	9458.006	20.17	19.42	19.245
20200714 100826	9460.138	20.24	19.42	19.257
20200714 100828	9462.261	20.27	19.41	19.257
20200714 100830	9464.389	20.33	19.41	19.263
20200714 100832	9466.513	20.37	19.41	19.275
20200714 100834	9468.646	20.43	19.4	19.288
20200714 100836	9470.773	20.49	19.4	19.306
20200714 100839	9472.903	20.52	19.4	19.312
20200714 100841	9475.027	20.59	19.4	19.319
20200714 100843	9477.154	20.65	19.4	19.331
20200714 100845	9479.282	20.68	19.4	19.349
20200714 100850	9484.477	20.84	19.39	19.374
20200714 100852	9486.607	20.87	19.39	19.386
20200714 100854	9488.751	20.92	19.39	19.405
20200714 100856	9490.878	20.94	19.39	19.411
20200714 100859	9493.007	20.95	19.4	19.423
20200714 100901	9495.141	20.95	19.4	19.442
20200714 100903	9497.274	20.93	19.4	19.454
20200714 100905	9499.397	20.92	19.4	19.467
20200714 100907	9501.53	20.89	19.4	19.485
20200714 100909	9503.651	20.86	19.41	19.498
20200714 100911	9505.784	20.84	19.41	19.51
20200714 100914	9507.911	20.81	19.41	19.528
20200714 100916	9510.038	20.78	19.42	19.541
20200714 100918	9512.165	20.77	19.42	19.559
20200714 100920	9514.293	20.74	19.43	19.565
20200714 100922	9516.42	20.72	19.43	19.584
20200714 100924	9518.541	20.69	19.44	19.602
20200714 100926	9520.675	20.66	19.44	19.621
20200714 100928	9522.802	20.65	19.45	19.627
20200714 100931	9524.929	20.62	19.45	19.645
20200714 100933	9527.05	20.59	19.46	19.651
20200714 100935	9529.18	20.58	19.46	19.67
20200714 100937	9531.31	20.55	19.47	19.682
20200714 100939	9533.438	20.52	19.47	19.694
20200714 100941	9535.565	20.5	19.48	19.713
20200714 100943	9537.692	20.47	19.49	19.725
20200714 100945	9539.819	20.44	19.49	19.737
20200714 100948	9541.946	20.43	19.5	19.749
20200714 100950	9544.073	20.4	19.51	19.768
20200714 100952	9546.201	20.37	19.51	19.78
20200714 100954	9548.326	20.36	19.52	19.799
20200714 100956	9550.455	20.33	19.52	19.799
20200714 100958	9552.578	20.3	19.53	19.823
20200714 101000	9554.71	20.28	19.53	19.842
20200714 101002	9556.832	20.26	19.54	19.835
20200714 101005	9558.963	20.23	19.54	19.86
20200714 101007	9561.091	20.21	19.55	19.866
20200714 101009	9563.218	20.18	19.55	19.879
20200714 101011	9565.345	20.15	19.56	19.897
20200714 101013	9567.472	20.14	19.57	19.903
20200714 101015	9569.596	20.11	19.57	19.915
20200714 101017	9571.727	20.08	19.58	19.928
20200714 101019	9573.87	20.07	19.59	19.928
20200714 101022	9575.996	20.04	19.59	19.952
20200714 101024	9578.121	20.01	19.6	19.958
20200714 101026	9580.267	20.0	19.6	19.964
20200714 101028	9582.395	19.97	19.6	19.983
20200714 101030	9584.522	19.94	19.61	20.001
20200714 101032	9586.665	19.92	19.61	20.001
20200714 101034	9588.792	19.9	19.61	20.001
20200714 101037	9590.919	19.87	19.62	20.001
20200714 101039	9593.046	19.85	19.63	20.001
20200714 101041	9595.168	19.83	19.63	20.001
20200714 101043	9597.296	19.8	19.63	20.001
20200714 101045	9599.428	19.78	19.64	20.001
20200714 101047	9601.555	19.76	19.64	20.001
20200714 101049	9603.698	19.73	19.65	20.001
20200714 101051	9605.825	19.72	19.65	20.001
20200714 101054	9607.952	19.69	19.65	19.995
20200714 101056	9610.089	19.66	19.66	20.007
20200714 101058	9612.223	19.65	19.66	20.007
20200714 101100	9614.35	19.62	19.66	20.001
20200714 101102	9616.477	19.59	19.67	20.001
20200714 101104	9618.604	19.58	19.67	20.001
20200714 101106	9620.73	19.55	19.67	20.001
20200714 101108	9622.858	19.52	19.68	20.007
20200714 101111	9624.985	19.51	19.68	20.001
20200714 101113	9627.112	19.48	19.68	20.001
20200714 101115	9629.24	19.45	19.68	20.001
20200714 101117	9631.361	19.44	19.68	20.001
20200714 101119	9633.494	19.41	19.68	20.001
20200714 101121	9635.621	19.39	19.69	20.001
20200714 101123	9637.748	19.37	19.69	20.001
20200714 101125	9639.875	19.34	19.69	20.001
20200714 101128	9642.002	19.32	19.69	20.001
20200714 101130	9644.125	19.3	19.69	20.001
20200714 101132	9646.257	19.28	19.69	20.001
20200714 101134	9648.379	19.25	19.69	20.001
20200714 101136	9650.508	19.24	19.69	19.995
20200714 101138	9652.654	19.21	19.69	20.001
20200714 101140	9654.782	19.18	19.69	20.001
20200714 101143	9656.909	19.17	19.69	20.001
20200714 101145	9659.046	19.14	19.69	20.001
20200714 101147	9661.176	19.11	19.69	20.001
20200714 101149	9663.306	19.1	19.69	19.995
20200714 101151	9665.434	19.07	19.69	20.001
20200714 101153	9667.561	19.04	19.68	19.989
20200714 101155	9669.688	19.03	19.68	19.977
20200714 101157	9671.815	19.0	19.68	19.971
20200714 101200	9673.942	18.97	19.68	19.958
20200714 101202	9676.07	18.96	19.68	19.946
20200714 101204	9678.195	18.93	19.68	19.928
20200714 101206	9680.324	18.91	19.67	19.928
20200714 101208	9682.451	18.89	19.67	19.909
20200714 101210	9684.579	18.87	19.67	19.909
20200714 101212	9686.706	18.84	19.66	19.897
20200714 101214	9688.828	18.83	19.66	19.879
20200714 101217	9690.96	18.8	19.66	19.873
20200714 101219	9693.087	18.77	19.66	19.86
20200714 101221	9695.212	18.76	19.65	19.842
20200714 101223	9697.342	18.73	19.65	19.842
20200714 101225	9699.469	18.72	19.65	19.829
20200714 101227	9701.612	18.69	19.64	19.817
20200714 101229	9703.739	18.66	19.64	19.805
20200714 101231	9705.866	18.65	19.64	19.792
20200714 101234	9707.993	18.62	19.63	19.786
20200714 101236	9710.121	18.6	19.63	19.768
20200714 101238	9712.245	18.58	19.62	19.756
20200714 101240	9714.371	18.56	19.62	19.743
20200714 101242	9716.502	18.53	19.62	19.737
20200714 101244	9718.627	18.52	19.61	19.731
20200714 101246	9720.757	18.49	19.6	19.706
20200714 101248	9722.884	18.46	19.6	19.694
20200714 101251	9725.014	18.45	19.59	19.694
20200714 101253	9727.138	18.42	19.59	19.676
20200714 101255	9729.264	18.39	19.58	19.664
20200714 101257	9731.393	18.38	19.58	19.645
20200714 101259	9733.52	18.35	19.57	19.633
20200714 101301	9735.642	18.33	19.57	19.627
20200714 101303	9737.77	18.31	19.56	19.608
20200714 101306	9739.901	18.29	19.55	19.59
20200714 101308	9742.022	18.26	19.55	19.584
20200714 101310	9744.149	18.25	19.54	19.571
20200714 101312	9746.283	18.22	19.54	19.553
20200714 101314	9748.41	18.19	19.53	19.535
20200714 101316	9750.538	18.18	19.52	19.522
20200714 101318	9752.662	18.15	19.52	19.51
20200714 101320	9754.792	18.13	19.51	19.492
20200714 101323	9756.919	18.11	19.5	19.485
20200714 101325	9759.039	18.09	19.49	19.473
20200714 101327	9761.173	18.06	19.49	19.454
20200714 101329	9763.294	18.05	19.48	19.43
20200714 101331	9765.425	18.02	19.47	19.423
20200714 101333	9767.555	18.0	19.46	19.399
20200714 101335	9769.678	17.98	19.45	19.393
20200714 101337	9771.809	17.95	19.45	19.374
20200714 101340	9773.937	17.93	19.44	19.356
20200714 101342	9776.064	17.91	19.43	19.343
20200714 101344	9778.186	17.89	19.43	19.325
20200714 101346	9780.312	17.86	19.42	19.312
20200714 101348	9782.441	17.85	19.4	19.3
20200714 101350	9784.573	17.82	19.4	19.275
20200714 101352	9786.7	17.8	19.39	19.263
20200714 101354	9788.827	17.79	19.38	19.251
20200714 101357	9790.954	17.76	19.38	19.232
20200714 101359	9793.075	17.73	19.36	19.22
20200714 101401	9795.209	17.72	19.35	19.208
20200714 101403	9797.333	17.69	19.35	19.183
20200714 101405	9799.463	17.67	19.34	19.177
20200714 101407	9801.583	17.66	19.32	19.158
20200714 101409	9803.717	17.63	19.32	19.14
20200714 101411	9805.861	17.61	19.31	19.115
20200714 101414	9807.981	17.59	19.3	19.103
20200714 101416	9810.115	17.56	19.3	19.09
20200714 101418	9812.242	17.54	19.28	19.072
20200714 101420	9814.369	17.53	19.27	19.053
20200714 101422	9816.496	17.5	19.26	19.041
20200714 101424	9818.624	17.47	19.25	19.022
20200714 101426	9820.751	17.46	19.24	19.01
20200714 101428	9822.873	17.44	19.24	18.991
20200714 101431	9825.005	17.41	19.22	18.972
20200714 101433	9827.129	17.4	19.21	18.96
20200714 101435	9829.26	17.37	19.21	18.942
20200714 101437	9831.387	17.35	19.19	18.923
20200714 101439	9833.514	17.33	19.18	18.911
20200714 101441	9835.641	17.31	19.18	18.892
20200714 101443	9837.768	17.28	19.16	18.867
20200714 101446	9839.889	17.27	19.15	18.855
20200714 101448	9842.017	17.24	19.15	18.836
20200714 101450	9844.147	17.22	19.13	18.824
20200714 101452	9846.276	17.2	19.12	18.805
20200714 101454	9848.42	17.18	19.11	18.793
20200714 101456	9850.548	17.15	19.1	18.774
20200714 101458	9852.669	17.14	19.08	18.756
20200714 101500	9854.818	17.11	19.08	18.737
20200714 101503	9856.945	17.09	19.07	18.719
20200714 101505	9859.072	17.07	19.05	18.706
20200714 101507	9861.2	17.05	19.05	18.688
20200714 101509	9863.327	17.02	19.03	18.669
20200714 101511	9865.454	17.01	19.02	18.65
20200714 101513	9867.581	16.98	19.02	18.631
20200714 101515	9869.709	16.96	19.0	18.619
20200714 101517	9871.836	16.95	18.98	18.606
20200714 101520	9873.956	16.92	18.98	18.588
20200714 101522	9876.087	16.91	18.96	18.563
20200714 101524	9878.212	16.88	18.95	18.544
20200714 101526	9880.344	16.86	18.94	18.532
20200714 101528	9882.468	16.84	18.93	18.513
20200714 101530	9884.601	16.82	18.91	18.494
20200714 101532	9886.726	16.79	18.91	18.476
20200714 101534	9888.869	16.78	18.9	18.463
20200714 101537	9890.992	16.75	18.88	18.445
20200714 101539	9893.117	16.73	18.88	18.426
20200714 101541	9895.25	16.71	18.86	18.407
20200714 101543	9897.372	16.69	18.85	18.395
20200714 101545	9899.506	16.66	18.84	18.376
20200714 101547	9901.632	16.65	18.83	18.351
20200714 101549	9903.76	16.63	18.81	18.339
20200714 101551	9905.879	16.6	18.8	18.32
20200714 101554	9908.014	16.59	18.79	18.302
20200714 101556	9910.135	16.56	18.77	18.283
20200714 101558	9912.27	16.54	18.77	18.27
20200714 101600	9914.391	16.52	18.75	18.251
20200714 101602	9916.518	16.5	18.73	18.233
20200714 101604	9918.649	16.47	18.73	18.214
20200714 101606	9920.771	16.46	18.71	18.195
20200714 101609	9922.899	16.43	18.71	18.176
20200714 101611	9925.031	16.41	18.69	18.158
20200714 101613	9927.151	16.39	18.68	18.139
20200714 101615	9929.286	16.37	18.67	18.126
20200714 101617	9931.408	16.34	18.66	18.101
20200714 101619	9933.535	16.33	18.64	18.089
20200714 101621	9935.661	16.31	18.64	18.076
20200714 101623	9937.794	16.28	18.62	18.051
20200714 101626	9939.935	16.27	18.6	18.033
20200714 101628	9942.065	16.24	18.6	18.02
20200714 101630	9944.192	16.22	18.58	18.001
20200714 101632	9946.335	16.2	18.56	17.983
20200714 101634	9948.46	16.18	18.56	17.964
20200714 101636	9950.584	16.15	18.54	17.945
20200714 101638	9952.717	16.14	18.52	17.92
20200714 101640	9954.839	16.12	18.52	17.908
20200714 101643	9956.971	16.09	18.5	17.895
20200714 101645	9959.098	16.08	18.48	17.876
20200714 101647	9961.225	16.05	18.48	17.851
20200714 101649	9963.367	16.03	18.46	17.838
20200714 101651	9965.49	16.02	18.44	17.819
20200714 101653	9967.622	15.99	18.44	17.807
20200714 101655	9969.766	15.96	18.42	17.782
20200714 101658	9971.893	15.95	18.41	17.763
20200714 101700	9974.017	15.93	18.4	17.744
20200714 101702	9976.148	15.9	18.38	17.732
20200714 101704	9978.271	15.89	18.37	17.713
20200714 101706	9980.402	15.87	18.36	17.694
20200714 101708	9982.529	15.84	18.34	17.662
20200714 101710	9984.659	15.83	18.32	17.637
20200714 101712	9986.785	15.8	18.32	17.637
20200714 101715	9988.909	15.78	18.3	17.637
20200714 101717	9991.035	15.77	18.28	17.619
20200714 101719	9993.159	15.74	18.28	17.593
20200714 101721	9995.287	15.72	18.26	17.575
20200714 101723	9997.419	15.71	18.24	17.556
20200714 101725	9999.547	15.68	18.24	17.531
20200714 101727	10001.672	15.66	18.22	17.518
20200714 101729	10003.796	15.65	18.2	17.493
20200714 101732	10005.928	15.62	18.2	17.48
20200714 101734	10008.054	15.6	18.18	17.467
20200714 101736	10010.176	15.59	18.16	17.448
20200714 101738	10012.304	15.57	18.16	17.429
20200714 101740	10014.436	15.54	18.14	17.411
20200714 101742	10016.564	15.53	18.12	17.385
20200714 101744	10018.689	15.5	18.12	17.373
20200714 101746	10020.811	15.48	18.1	17.347
20200714 101749	10022.938	15.47	18.08	17.341
20200714 101751	10025.071	15.44	18.08	17.316
20200714 101753	10027.2	15.42	18.06	17.297
20200714 101755	10029.32	15.41	18.04	17.278
20200714 101757	10031.453	15.38	18.04	17.265
20200714 101759	10033.577	15.36	18.02	17.246
20200714 101801	10035.705	15.35	18.0	17.228
20200714 101803	10037.836	15.32	18.0	17.209
20200714 101806	10039.957	15.3	17.98	17.196
20200714 101808	10042.089	15.29	17.96	17.177
20200714 101810	10044.21	15.26	17.96	17.152
20200714 101812	10046.338	15.25	17.94	17.139
20200714 101814	10048.47	15.23	17.92	17.12
20200714 101816	10050.597	15.2	17.91	17.108
20200714 101818	10052.721	15.19	17.89	17.082
20200714 101820	10054.855	15.16	17.87	17.069
20200714 101823	10056.975	15.14	17.87	17.057
20200714 101825	10059.103	15.13	17.85	17.031
20200714 101827	10061.237	15.1	17.83	17.019
20200714 101829	10063.355	15.08	17.83	16.993
20200714 101831	10065.488	15.07	17.81	16.981
20200714 101833	10067.609	15.04	17.79	16.955
20200714 101835	10069.742	15.02	17.78	16.936
20200714 101837	10071.865	15.01	17.76	16.923
20200714 101840	10073.998	14.98	17.75	16.904
20200714 101842	10076.122	14.96	17.74	16.885
20200714 101844	10078.252	14.95	17.72	16.866
20200714 101846	10080.373	14.92	17.71	16.847
